distribution,mode,ncut,T,eps,eta,v_el,nu_tilde,va,tr_c,w,z_star_raw,z_star_max,z_star_used,z_star_clipped,chi_be,i_ab,skr_raw,skr,status
mb,fixed,150,0.5,0.005,0.95,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.6036402455886578,0.17963815615767242,0.17963815615767242,clipped
mb,tuned_va,150,0.5,0.005,0.95,0.0,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.4827522629626714,0.42433095360176937,0.42433095360176937,clipped
binomial,fixed,45,0.5,0.005,0.95,0.001,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.47633824911281325,0.4525213366571726,0.4525213366571726,clipped
uniform,fixed,150,0.5,0.005,0.95,0.001,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.47633825043340083,0.45252133791173077,0.45252133791173077,clipped
mb,fixed,150,0.5,0.005,0.95,0.001,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.6034371037143418,0.17944517137707228,0.17944517137707228,clipped
mb,tuned_va,150,0.5,0.005,0.95,0.001,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.48258329794098015,0.4241704368311627,0.4241704368311627,clipped
binomial,fixed,45,0.5,0.005,0.95,0.002,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.47617124742260514,0.45236268505147487,0.45236268505147487,clipped
uniform,fixed,150,0.5,0.005,0.95,0.002,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.47617124874280214,0.452362686305662,0.452362686305662,clipped
mb,fixed,150,0.5,0.005,0.95,0.002,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.6032341005054475,0.17925231832862265,0.17925231832862265,clipped
mb,tuned_va,150,0.5,0.005,0.95,0.002,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.48241445225426155,0.42401003342878,0.42401003342878,clipped
binomial,fixed,45,0.5,0.005,0.95,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.4756709505593615,0.4518874030313934,0.4518874030313934,clipped
uniform,fixed,150,0.5,0.005,0.95,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.4756709518783877,0.4518874042844683,0.4518874042844683,clipped
mb,fixed,150,0.5,0.005,0.95,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.602625921432909,0.17867454820971118,0.17867454820971118,clipped
mb,tuned_va,150,0.5,0.005,0.95,0.005,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.48190862992950984,0.42352950222026586,0.42352950222026586,clipped
binomial,fixed,45,0.5,0.005,0.95,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.4748394755837463,0.45109750180455893,0.45109750180455893,clipped
uniform,fixed,150,0.5,0.005,0.95,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.47483947690082545,0.45109750305578417,0.45109750305578417,clipped
mb,fixed,150,0.5,0.005,0.95,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.6016150495590341,0.17771421992952996,0.17771421992952996,clipped
mb,tuned_va,150,0.5,0.005,0.95,0.01,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.48106796755377,0.4227308729633131,0.4227308729633131,clipped
binomial,fixed,45,0.5,0.005,0.95,0.015,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.47401092843619,0.4503103820143805,0.4503103820143805,clipped
uniform,fixed,150,0.5,0.005,0.95,0.015,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.47401092975132786,0.45031038326376144,0.45031038326376144,clipped
mb,fixed,150,0.5,0.005,0.95,0.015,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.6006076121251772,0.17675715436736594,0.17675715436736594,clipped
mb,tuned_va,150,0.5,0.005,0.95,0.015,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.4802302600303414,0.42193505081605587,0.42193505081605587,clipped
binomial,fixed,45,0.5,0.005,0.95,0.02,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.4731852935435471,0.4495260288663697,0.4495260288663697,clipped
uniform,fixed,150,0.5,0.005,0.95,0.02,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.47318529485674937,0.4495260301139119,0.4495260301139119,clipped
mb,fixed,150,0.5,0.005,0.95,0.02,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.5996035914138613,0.1758033346916158,0.1758033346916158,clipped
mb,tuned_va,150,0.5,0.005,0.95,0.02,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.47939549166701784,0.42114202087089847,0.42114202087089847,clipped
binomial,fixed,45,0.5,0.005,0.99,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.4833581156180799,0.4591902098371759,0.4591902098371759,clipped
uniform,fixed,150,0.5,0.005,0.99,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.48335811695505315,0.45919021110730046,0.45919021110730046,clipped
mb,fixed,150,0.5,0.005,0.99,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.6119657122117749,0.1875473494496337,0.1875473494496337,clipped
mb,tuned_va,150,0.5,0.005,0.99,0.0,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.4896804814229161,0.43091276113900184,0.43091276113900184,clipped
binomial,fixed,45,0.5,0.005,0.99,0.001,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.48319305735239976,0.45903340448477975,0.45903340448477975,clipped
uniform,fixed,150,0.5,0.005,0.99,0.001,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.4831930586889886,0.45903340575453916,0.45903340575453916,clipped
mb,fixed,150,0.5,0.005,0.99,0.001,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.6117652811428677,0.1873569399341718,0.1873569399341718,clipped
mb,tuned_va,150,0.5,0.005,0.99,0.001,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.48951360956459994,0.4307542328736015,0.4307542328736015,clipped
binomial,fixed,45,0.5,0.005,0.99,0.002,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.4830281128279303,0.4588767071865337,0.4588767071865337,clipped
uniform,fixed,150,0.5,0.005,0.99,0.002,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.48302811416413494,0.45887670845592815,0.45887670845592815,clipped
mb,fixed,150,0.5,0.005,0.99,0.002,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.6115649832808719,0.1871666569652759,0.1871666569652759,clipped
mb,tuned_va,150,0.5,0.005,0.99,0.002,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.48934685248766885,0.43059581365051697,0.43059581365051697,clipped
binomial,fixed,45,0.5,0.005,0.99,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.4825339605165729,0.4584072624907442,0.4584072624907442,clipped
uniform,fixed,150,0.5,0.005,0.99,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.4825339618516264,0.45840726375904506,0.45840726375904506,clipped
mb,fixed,150,0.5,0.005,0.99,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.6109648875904882,0.18659656605941133,0.18659656605941133,clipped
mb,tuned_va,150,0.5,0.005,0.99,0.005,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.48884726875102935,0.43012120910070945,0.43012120910070945,clipped
binomial,fixed,45,0.5,0.005,0.99,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.48171263711806994,0.45762700526216643,0.45762700526216643,clipped
uniform,fixed,150,0.5,0.005,0.99,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.4817126384512093,0.45762700652864885,0.45762700652864885,clipped
mb,fixed,150,0.5,0.005,0.99,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.6099673797108434,0.1856489335737488,0.1856489335737488,clipped
mb,tuned_va,150,0.5,0.005,0.99,0.01,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.488016913697239,0.4293323717996086,0.4293323717996086,clipped
binomial,fixed,45,0.5,0.005,0.99,0.015,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.4808941307210739,0.45684942418502017,0.45684942418502017,clipped
uniform,fixed,150,0.5,0.005,0.99,0.015,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.48089413205230475,0.4568494254496895,0.4568494254496895,clipped
mb,fixed,150,0.5,0.005,0.99,0.015,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.6089731718752942,0.184704436129977,0.184704436129977,clipped
mb,tuned_va,150,0.5,0.005,0.99,0.015,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.4871894014489868,0.428546235163769,0.428546235163769,clipped
binomial,fixed,45,0.5,0.005,0.99,0.02,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.48007842672657675,0.4560745053902479,0.4560745053902479,clipped
uniform,fixed,150,0.5,0.005,0.99,0.02,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.4800784280559044,0.45607450665310917,0.45607450665310917,clipped
mb,fixed,150,0.5,0.005,0.99,0.02,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.6079822474997276,0.18376305797318881,0.18376305797318881,clipped
mb,tuned_va,150,0.5,0.005,0.99,0.02,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.4863647172968359,0.4277627852192256,0.4277627852192256,clipped
binomial,fixed,45,0.5,0.01,0.6,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4630743187734394,2.452549689034064,2.452549686581514,True,0.0,0.39538272828856014,0.3756135918741321,0.3756135918741321,clipped
uniform,fixed,150,0.5,0.01,0.6,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.421462041494362,2.4525496936861444,2.4525496912335947,True,0.0,0.39538272941431,0.3756135929435945,0.3756135929435945,clipped
mb,fixed,150,0.5,0.01,0.6,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.4047080820212745,2.9198210559438307,2.91982105302401,True,0.39209020531106054,0.5044192566134351,0.08710808847170282,0.08710808847170282,clipped
mb,tuned_va,150,0.5,0.01,0.6,0.0,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5083896797071112,2.474594983478857,2.4745949810042625,True,0.02874336939984798,0.4007080887294444,0.3519293148931242,0.3519293148931242,clipped
binomial,fixed,45,0.5,0.01,0.6,0.001,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4630743187734394,2.452549689034064,2.452549686581514,True,0.0,0.39520108249937463,0.3754410283744059,0.3754410283744059,clipped
uniform,fixed,150,0.5,0.01,0.6,0.001,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.421462041494362,2.4525496936861444,2.4525496912335947,True,0.0,0.3952010836246748,0.37544102944344104,0.37544102944344104,clipped
mb,fixed,150,0.5,0.01,0.6,0.001,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.4047080820212745,2.9198210559438307,2.91982105302401,True,0.39209020531106054,0.504195670118931,0.08689568130192388,0.08689568130192388,clipped
mb,tuned_va,150,0.5,0.01,0.6,0.001,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5083896797071112,2.474594983478857,2.4745949810042625,True,0.02874336939984798,0.40052432011765615,0.3517547347119253,0.3517547347119253,clipped
binomial,fixed,45,0.5,0.01,0.6,0.002,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4630743187734394,2.452549689034064,2.452549686581514,True,0.0,0.3950196045770352,0.3752686243481834,0.3752686243481834,clipped
uniform,fixed,150,0.5,0.01,0.6,0.002,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.421462041494362,2.4525496936861444,2.4525496912335947,True,0.0,0.39501960570188627,0.37526862541679196,0.37526862541679196,clipped
mb,fixed,150,0.5,0.01,0.6,0.002,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.4047080820212745,2.9198210559438307,2.91982105302401,True,0.39209020531106054,0.5039722837590285,0.0866834642600165,0.0866834642600165,clipped
mb,tuned_va,150,0.5,0.01,0.6,0.002,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5083896797071112,2.474594983478857,2.4745949810042625,True,0.02874336939984798,0.40034072106446306,0.3515803156113919,0.3515803156113919,clipped
binomial,fixed,45,0.5,0.01,0.6,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4630743187734394,2.452549689034064,2.452549686581514,True,0.0,0.39447617567302184,0.37475236688937075,0.37475236688937075,clipped
uniform,fixed,150,0.5,0.01,0.6,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.421462041494362,2.4525496936861444,2.4525496912335947,True,0.0,0.3944761767965273,0.3747523679567009,0.3747523679567009,clipped
mb,fixed,150,0.5,0.01,0.6,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.4047080820212745,2.9198210559438307,2.91982105302401,True,0.39209020531106054,0.5033033227767286,0.08604795132683163,0.08604795132683163,clipped
mb,tuned_va,150,0.5,0.01,0.6,0.005,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5083896797071112,2.474594983478857,2.4745949810042625,True,0.02874336939984798,0.3997909388981794,0.35105802255342244,0.35105802255342244,clipped
binomial,fixed,45,0.5,0.01,0.6,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4630743187734394,2.452549689034064,2.452549686581514,True,0.0,0.39357379641327284,0.37389510659260916,0.37389510659260916,clipped
uniform,fixed,150,0.5,0.01,0.6,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.421462041494362,2.4525496936861444,2.4525496912335947,True,0.0,0.393573797534543,0.37389510765781586,0.37389510765781586,clipped
mb,fixed,150,0.5,0.01,0.6,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.4047080820212745,2.9198210559438307,2.91982105302401,True,0.39209020531106054,0.5021923652769512,0.08499254170204307,0.08499254170204307,clipped
mb,tuned_va,150,0.5,0.01,0.6,0.01,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5083896797071112,2.474594983478857,2.4745949810042625,True,0.02874336939984798,0.3988780045149071,0.35019073488931374,0.35019073488931374,clipped
