distribution,mode,ncut,T,eps,eta,v_el,nu_tilde,va,tr_c,w,z_star_raw,z_star_max,z_star_used,z_star_clipped,chi_be,i_ab,skr_raw,skr,status
uniform,fixed,150,0.5,0.002,0.99,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4309956356253926,2.4501020386914503,2.4501020362413484,True,0.0,0.4836034386001078,0.45942326667010236,0.45942326667010236,clipped
mb,fixed,150,0.5,0.002,0.99,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.405110660170423,2.9173163924796444,2.917316389562328,True,0.3948532501874175,0.6122635984199547,0.18679716831153942,0.18679716831153942,clipped
mb,tuned_va,150,0.5,0.002,0.99,0.0,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5085174106117005,2.4721441938203506,2.4721441913482063,True,0.03749096814725428,0.48992849817362166,0.4279411051176863,0.4279411051176863,clipped
binomial,fixed,45,0.5,0.002,0.99,0.001,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4635835460499194,2.450102034040037,2.450102031589935,True,0.0,0.48343820987198893,0.4592662993783895,0.4592662993783895,clipped
uniform,fixed,150,0.5,0.002,0.99,0.001,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4309956356253926,2.4501020386914503,2.4501020362413484,True,0.0,0.4834382112091487,0.45926630064869123,0.45926630064869123,clipped
mb,fixed,150,0.5,0.002,0.99,0.001,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.405110660170423,2.9173163924796444,2.917316389562328,True,0.3948532501874175,0.6120629692898906,0.18660657063797853,0.18660657063797853,clipped
mb,tuned_va,150,0.5,0.002,0.99,0.001,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5085174106117005,2.4721441938203506,2.4721441913482063,True,0.03749096814725428,0.48976145564410006,0.42778241471464074,0.42778241471464074,clipped
binomial,fixed,45,0.5,0.002,0.99,0.002,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4635835460499194,2.450102034040037,2.450102031589935,True,0.0,0.48327309639906074,0.45910944157910766,0.45910944157910766,clipped
uniform,fixed,150,0.5,0.002,0.99,0.002,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4309956356253926,2.4501020386914503,2.4501020362413484,True,0.0,0.48327309773583593,0.4591094428490441,0.4591094428490441,clipped
mb,fixed,150,0.5,0.002,0.99,0.002,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.405110660170423,2.9173163924796444,2.917316389562328,True,0.3948532501874175,0.6118624735670766,0.18641609970130518,0.18641609970130518,clipped
mb,tuned_va,150,0.5,0.002,0.99,0.002,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5085174106117005,2.4721441938203506,2.4721441913482063,True,0.03749096814725428,0.4895945280737291,0.4276238335227884,0.4276238335227884,clipped
binomial,fixed,45,0.5,0.002,0.99,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4635835460499194,2.450102034040037,2.450102031589935,True,0.0,0.4827784382984656,0.45863951638354233,0.45863951638354233,clipped
uniform,fixed,150,0.5,0.002,0.99,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4309956356253926,2.4501020386914503,2.4501020362413484,True,0.0,0.4827784396340886,0.45863951765238414,0.45863951765238414,clipped
mb,fixed,150,0.5,0.002,0.99,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.405110660170423,2.9173163924796444,2.917316389562328,True,0.3948532501874175,0.6112617854935302,0.1858454460314361,0.1858454460314361,clipped
mb,tuned_va,150,0.5,0.002,0.99,0.005,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5085174106117005,2.4721441938203506,2.4721441913482063,True,0.03749096814725428,0.4890944339208764,0.4271487440775783,0.4271487440775783,clipped
binomial,fixed,45,0.5,0.002,0.99,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4635835460499194,2.450102034040037,2.450102031589935,True,0.0,0.4819562754235896,0.4578584616524101,0.4578584616524101,clipped
uniform,fixed,150,0.5,0.002,0.99,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4309956356253926,2.4501020386914503,2.4501020362413484,True,0.0,0.4819562767572971,0.4578584629194322,0.4578584629194322,clipped
mb,fixed,150,0.5,0.002,0.99,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.405110660170423,2.9173163924796444,2.917316389562328,True,0.3948532501874175,0.6102632942899113,0.1848968793879982,0.1848968793879982,clipped
mb,tuned_va,150,0.5,0.002,0.99,0.01,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5085174106117005,2.4721441938203506,2.4721441913482063,True,0.03749096814725428,0.488263231705554,0.426359101973022,0.426359101973022,clipped
binomial,fixed,45,0.5,0.002,0.99,0.015,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4635835460499194,2.450102034040037,2.450102031589935,True,0.0,0.48113693390582507,0.4570800872105338,0.4570800872105338,clipped
uniform,fixed,150,0.5,0.002,0.99,0.015,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4309956356253926,2.4501020386914503,2.4501020362413484,True,0.0,0.48113693523762224,0.4570800884757411,0.4570800884757411,clipped
mb,fixed,150,0.5,0.002,0.99,0.015,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.405110660170423,2.9173163924796444,2.917316389562328,True,0.3948532501874175,0.6092681080776738,0.18395145248637262,0.18395145248637262,clipped
mb,tuned_va,150,0.5,0.002,0.99,0.015,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5085174106117005,2.4721441938203506,2.4721441913482063,True,0.03749096814725428,0.48743487668429264,0.4255721647028237,0.4255721647028237,clipped
binomial,fixed,45,0.5,0.002,0.99,0.02,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4635835460499194,2.450102034040037,2.450102031589935,True,0.0,0.4803203991158189,0.456304379160028,0.456304379160028,clipped
uniform,fixed,150,0.5,0.002,0.99,0.02,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4309956356253926,2.4501020386914503,2.4501020362413484,True,0.0,0.48032040044571145,0.45630438042342586,0.45630438042342586,clipped
mb,fixed,150,0.5,0.002,0.99,0.02,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.405110660170423,2.9173163924796444,2.917316389562328,True,0.3948532501874175,0.6082762102391159,0.18300914953974262,0.18300914953974262,clipped
mb,tuned_va,150,0.5,0.002,0.99,0.02,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5085174106117005,2.4721441938203506,2.4721441913482063,True,0.03749096814725428,0.48660935411712397,0.42478791826401346,0.42478791826401346,clipped
binomial,fixed,45,0.5,0.005,0.6,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.3956555122356867,0.3758727366239023,0.3758727366239023,clipped
uniform,fixed,150,0.5,0.005,0.6,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.3956555133621115,0.3758727376940059,0.3758727376940059,clipped
mb,fixed,150,0.5,0.005,0.6,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.5047550122021902,0.08569718444052826,0.08569718444052826,clipped
mb,tuned_va,150,0.5,0.005,0.6,0.0,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.4009840600869332,0.34665116086981806,0.34665116086981806,clipped
binomial,fixed,45,0.5,0.005,0.6,0.001,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.39547361420647315,0.3756999334961495,0.3756999334961495,clipped
uniform,fixed,150,0.5,0.005,0.6,0.001,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.395473615332448,0.3756999345658256,0.3756999345658256,clipped
mb,fixed,150,0.5,0.005,0.6,0.001,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.5045311249960701,0.08548449159471416,0.08548449159471416,clipped
mb,tuned_va,150,0.5,0.005,0.6,0.001,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.4008000366936971,0.34647633864624383,0.34647633864624383,clipped
binomial,fixed,45,0.5,0.005,0.6,0.002,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.39529188439596774,0.3755272901761693,0.3755272901761693,clipped
uniform,fixed,150,0.5,0.005,0.6,0.002,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.39529188552149286,0.37552729124541817,0.37552729124541817,clipped
mb,fixed,150,0.5,0.005,0.6,0.002,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.5043074383323841,0.08527198926421248,0.08527198926421248,clipped
mb,tuned_va,150,0.5,0.005,0.6,0.002,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.4006161832139557,0.34630167784048943,0.34630167784048943,clipped
binomial,fixed,45,0.5,0.005,0.6,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.3947477019320512,0.37501031683544866,0.37501031683544866,clipped
uniform,fixed,150,0.5,0.005,0.6,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.394747703056229,0.37501031790341754,0.37501031790341754,clipped
mb,fixed,150,0.5,0.005,0.6,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.5036375788782913,0.08463562278282427,0.08463562278282427,clipped
mb,tuned_va,150,0.5,0.005,0.6,0.005,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.400065639890805,0.3457786616834963,0.3457786616834963,clipped
binomial,fixed,45,0.5,0.005,0.6,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.3938440737152407,0.37415187002947864,0.37415187002947864,clipped
uniform,fixed,150,0.5,0.005,0.6,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.3938440748371808,0.3741518710953218,0.3741518710953218,clipped
mb,fixed,150,0.5,0.005,0.6,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.502525132013037,0.08357879826083264,0.08357879826083264,clipped
mb,tuned_va,150,0.5,0.005,0.6,0.01,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.3991514439491814,0.34491017553895387,0.34491017553895387,clipped
binomial,fixed,45,0.5,0.005,0.6,0.015,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.39294459857667335,0.3732973686478397,0.3732973686478397,clipped
uniform,fixed,150,0.5,0.005,0.6,0.015,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.39294459969638385,0.37329736971156463,0.37329736971156463,clipped
mb,fixed,150,0.5,0.005,0.6,0.015,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.5014176379746963,0.08252667892440901,0.08252667892440901,clipped
mb,tuned_va,150,0.5,0.005,0.6,0.015,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.39824144300259284,0.34404567463969477,0.34404567463969477,clipped
binomial,fixed,45,0.5,0.005,0.6,0.02,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.3920492477770303,0.37244678538817877,0.37244678538817877,clipped
uniform,fixed,150,0.5,0.005,0.6,0.02,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.3920492488945207,0.3724467864497946,0.3724467864497946,clipped
mb,fixed,150,0.5,0.005,0.6,0.02,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.5003150634361798,0.08147923311281835,0.08147923311281835,clipped
mb,tuned_va,150,0.5,0.005,0.6,0.02,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.3973356080628209,0.34318513144691143,0.34318513144691143,clipped
binomial,fixed,45,0.5,0.005,0.75,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.4357672900345668,0.41397892553283844,0.41397892553283844,clipped
uniform,fixed,150,0.5,0.005,0.75,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.43576729125887786,0.41397892669593395,0.41397892669593395,clipped
mb,fixed,150,0.5,0.005,0.75,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.5539691369247388,0.13245060292694943,0.13245060292694943,clipped
mb,tuned_va,150,0.5,0.005,0.75,0.0,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.44155795978481427,0.38519636558280507,0.38519636558280507,clipped
binomial,fixed,45,0.5,0.005,0.75,0.001,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.4355905254314963,0.4138109991599215,0.4138109991599215,clipped
uniform,fixed,150,0.5,0.005,0.75,0.001,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.43559052665538195,0.4138110003226128,0.4138110003226128,clipped
mb,fixed,150,0.5,0.005,0.75,0.001,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.553752936709638,0.1322452127226036,0.1322452127226036,clipped
mb,tuned_va,150,0.5,0.005,0.75,0.001,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.44137918707921897,0.38502653151248956,0.38502653151248956,clipped
binomial,fixed,45,0.5,0.005,0.75,0.002,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.4354139052622648,0.41364320999915155,0.41364320999915155,clipped
uniform,fixed,150,0.5,0.005,0.75,0.002,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.4354139064857254,0.41364321116143915,0.41364321116143915,clipped
mb,fixed,150,0.5,0.005,0.75,0.002,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.553536907248053,0.13203998473409795,0.13203998473409795,clipped
mb,tuned_va,150,0.5,0.005,0.75,0.002,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.44120056019973086,0.38485683597697584,0.38485683597697584,clipped
binomial,fixed,45,0.5,0.005,0.75,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.4348849095763363,0.4131406640975195,0.4131406640975195,clipped
uniform,fixed,150,0.5,0.005,0.75,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.43488491079852326,0.4131406652585971,0.4131406652585971,clipped
mb,fixed,150,0.5,0.005,0.75,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.5528898413397547,0.13142527212121458,0.13142527212121458,clipped
mb,tuned_va,150,0.5,0.005,0.75,0.005,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.4406655527221784,0.384348578873301,0.384348578873301,clipped
binomial,fixed,45,0.5,0.005,0.75,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.43400612219557205,0.4123058160857934,0.4123058160857934,clipped
uniform,fixed,150,0.5,0.005,0.75,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.43400612341564215,0.41230581724486004,0.41230581724486004,clipped
mb,fixed,150,0.5,0.005,0.75,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.551814794195702,0.13040397733436448,0.13040397733436448,clipped
mb,tuned_va,150,0.5,0.005,0.75,0.01,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.43977677339937465,0.38350423851663745,0.38350423851663745,clipped
binomial,fixed,45,0.5,0.005,0.75,0.015,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.4331309058281607,0.4114743605367527,0.4114743605367527,clipped
uniform,fixed,150,0.5,0.005,0.75,0.015,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.43313090704612145,0.41147436169381535,0.41147436169381535,clipped
mb,fixed,150,0.5,0.005,0.75,0.015,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.5507439701603718,0.12938669450080076,0.12938669450080076,clipped
mb,tuned_va,150,0.5,0.005,0.75,0.015,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.4388915995728559,0.38266332338144465,0.38266332338144465,clipped
binomial,fixed,45,0.5,0.005,0.75,0.02,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.4322592385915721,0.4106462766619935,0.4106462766619935,clipped
uniform,fixed,150,0.5,0.005,0.75,0.02,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.43225923980743053,0.410646277817059,0.410646277817059,clipped
mb,fixed,150,0.5,0.005,0.75,0.02,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.5496773441048444,0.12837339974804973,0.12837339974804973,clipped
mb,tuned_va,150,0.5,0.005,0.75,0.02,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.4380100091818947,0.3818258125100315,0.3818258125100315,clipped
binomial,fixed,45,0.5,0.005,0.9,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.4673967604286608,0.44402692240722774,0.44402692240722774,clipped
uniform,fixed,150,0.5,0.005,0.9,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.4673967617282621,0.444026923641849,0.444026923641849,clipped
mb,fixed,150,0.5,0.005,0.9,0.0,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.5925609003585901,0.1691127781891082,0.1691127781891082,clipped
mb,tuned_va,150,0.5,0.005,0.9,0.0,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.47354277508484865,0.4155819401178378,0.4155819401178378,clipped
binomial,fixed,45,0.5,0.005,0.9,0.001,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.4672270960799081,0.44386574127591266,0.44386574127591266,clipped
uniform,fixed,150,0.5,0.005,0.9,0.001,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.4672270973791098,0.44386574251015426,0.44386574251015426,clipped
mb,fixed,150,0.5,0.005,0.9,0.001,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.5923543836637113,0.1689165873289733,0.1689165873289733,clipped
mb,tuned_va,150,0.5,0.005,0.9,0.001,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.4733712255609809,0.4154189680701634,0.4154189680701634,clipped
binomial,fixed,45,0.5,0.005,0.9,0.002,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.46705755593582476,0.4437046781390335,0.4437046781390335,clipped
uniform,fixed,150,0.5,0.005,0.9,0.002,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.4670575572346271,0.4437046793728957,0.4437046793728957,clipped
mb,fixed,150,0.5,0.005,0.9,0.002,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.5921480128817347,0.16872053508609552,0.16872053508609552,clipped
mb,tuned_va,150,0.5,0.005,0.9,0.002,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.4731998013979143,0.4152561151152501,0.4152561151152501,clipped
binomial,fixed,45,0.5,0.005,0.9,0.005,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.46654967935753533,0.44322219538965857,0.44322219538965857,clipped
uniform,fixed,150,0.5,0.005,0.9,0.005,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.4665496806551416,0.4432221966223845,0.4432221966223845,clipped
mb,fixed,150,0.5,0.005,0.9,0.005,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.5915297744474012,0.1681332085734787,0.1681332085734787,clipped
mb,tuned_va,150,0.5,0.005,0.9,0.005,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.4726862796888385,0.4147682694916281,0.4147682694916281,clipped
binomial,fixed,45,0.5,0.005,0.9,0.01,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.4657056896932015,0.44242040520854137,0.44242040520854137,clipped
uniform,fixed,150,0.5,0.005,0.9,0.01,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.46570569098881875,0.4424204064393778,0.4424204064393778,clipped
mb,fixed,150,0.5,0.005,0.9,0.01,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.5905022807345908,0.1671570895463088,0.1671570895463088,clipped
mb,tuned_va,150,0.5,0.005,0.9,0.01,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.4718329044968479,0.41395756305923703,0.41395756305923703,clipped
binomial,fixed,45,0.5,0.005,0.9,0.015,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.46486477439980023,0.4416215356798102,0.4416215356798102,clipped
uniform,fixed,150,0.5,0.005,0.9,0.015,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.4648647756934348,0.44162153690876305,0.44162153690876305,clipped
mb,fixed,150,0.5,0.005,0.9,0.015,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.5894783998027509,0.16618440266106083,0.16618440266106083,clipped
mb,tuned_va,150,0.5,0.005,0.9,0.015,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.47098263234108945,0.4131498045112665,0.4131498045112665,clipped
binomial,fixed,45,0.5,0.005,0.9,0.02,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.46402691656744816,0.44082557073907574,0.44082557073907574,clipped
uniform,fixed,150,0.5,0.005,0.9,0.02,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.46402691785910616,0.44082557196615085,0.44082557196615085,clipped
mb,fixed,150,0.5,0.005,0.9,0.02,0.1,2.6550162256253156,3.1151139191044,5.3037823195646036e-05,4.404921387574682,2.9182558931952634,2.9182558902770075,True,0.39382007715155243,0.5884581123744211,0.16521512960414764,0.16521512960414764,clipped
mb,tuned_va,150,0.5,0.005,0.9,0.02,0.13122448979591836,2.030854304763907,2.4809695228750623,5.339213276387021e-06,3.5084573577749554,2.4730635245575106,2.473063522084447,True,0.034283696212768444,0.4701354461805545,0.41234497765875827,0.41234497765875827,clipped
binomial,fixed,45,0.5,0.005,0.95,0.0,,1.9999999934896104,2.449414721888183,8.486109086731915e-05,3.4633441322400906,2.451020191103566,2.451020188652546,True,0.0,0.4765053690483823,0.4526801005959632,0.4526801005959632,clipped
uniform,fixed,150,0.5,0.005,0.95,0.0,,1.9999999999999998,2.4315340814046555,0.029743947883528115,3.4265134050032455,2.4510201957552287,2.4510201933042084,True,0.0,0.47650537036936097,0.4526801018508929,0.4526801018508929,clipped
