case_id,case_type,pair,x,y,repetition,scheme,I_AB,chi_BE,beta_I_AB,K_raw_mean,K_raw_median,K_raw_p05,outage_probability,entropy,finite,channel_seed,awgn_seed,channel_hash,noise_hash
5,failure,T_epsilon,0.20000000000000004,0.0225,4,MB-global-opt,0.2632880978993582,0.19109638989215982,0.25012369300439025,0.05902730311223045,0.056056729886718684,0.04284491250509033,0.0,4.380495360181545,True,960004,960005,fdcac1ae4c420e2e,61403bba9cbfa285
5,failure,T_epsilon,0.20000000000000004,0.0225,4,PS+GS,0.26221231611462464,0.19167983595104876,0.24910170030889342,0.05742186435784464,0.05470245499960756,0.05077195185996828,0.0,6.408923689874859,True,960004,960005,fdcac1ae4c420e2e,61403bba9cbfa285
5,failure,T_epsilon,0.20000000000000004,0.0225,5,MB-global-opt,0.26301615111877735,0.19109638989215982,0.24986534356283846,0.05876895367067865,0.06045914610400949,0.04382843748054321,0.0,4.380495360181545,True,960005,960006,fdcac1ae4c420e2e,25ba63e592b0b6b7
5,failure,T_epsilon,0.20000000000000004,0.0225,5,PS+GS,0.2611557217833855,0.19167983595104876,0.2480979356942162,0.05641809974316743,0.05574435485226205,0.05147044975199055,0.0,6.408923689874859,True,960005,960006,fdcac1ae4c420e2e,25ba63e592b0b6b7
5,failure,T_epsilon,0.20000000000000004,0.0225,6,MB-global-opt,0.2622138870403249,0.19109638989215982,0.24910319268830866,0.05800680279614881,0.06061577181208652,0.039538306026947564,0.0,4.380495360181545,True,960006,960007,fdcac1ae4c420e2e,3042d54dc2aa8726
5,failure,T_epsilon,0.20000000000000004,0.0225,6,PS+GS,0.2627975921356353,0.19167983595104876,0.24965771252885352,0.05797787657780477,0.058643078562624545,0.05017129461813659,0.0,6.408923689874859,True,960006,960007,fdcac1ae4c420e2e,3042d54dc2aa8726
5,failure,T_epsilon,0.20000000000000004,0.0225,7,MB-global-opt,0.263051572376271,0.19109638989215982,0.24989899375745747,0.05880260386529764,0.0607439235196498,0.04595345608123936,0.0,4.380495360181545,True,960007,960008,fdcac1ae4c420e2e,737818c45246ffa4
5,failure,T_epsilon,0.20000000000000004,0.0225,7,PS+GS,0.263531006669665,0.19167983595104876,0.25035445633618175,0.05867462038513298,0.05709523724427493,0.052962290781631255,0.0,6.408923689874859,True,960007,960008,fdcac1ae4c420e2e,737818c45246ffa4
5,failure,T_epsilon,0.20000000000000004,0.0225,8,MB-global-opt,0.25935932499780645,0.19109638989215982,0.24639135874791612,0.05529496885575629,0.0575489267953463,0.02958289724233753,0.0,4.380495360181545,True,960008,960009,fdcac1ae4c420e2e,1e4592c62a782f10
5,failure,T_epsilon,0.20000000000000004,0.0225,8,PS+GS,0.260666797669265,0.19167983595104876,0.2476334577858017,0.05595362183475296,0.057355048257771615,0.04448356188919135,0.0,6.408923689874859,True,960008,960009,fdcac1ae4c420e2e,1e4592c62a782f10
5,failure,T_epsilon,0.20000000000000004,0.0225,9,MB-global-opt,0.2652487289445366,0.19109638989215982,0.25198629249730975,0.06088990260514994,0.0608707554787902,0.048782169864155546,0.0,4.380495360181545,True,960009,960010,fdcac1ae4c420e2e,a8a8bd0ca669453e
5,failure,T_epsilon,0.20000000000000004,0.0225,9,PS+GS,0.2622697969498316,0.19167983595104876,0.24915630710234,0.057476471151291245,0.0569046608803748,0.051927409237318777,0.0,6.408923689874859,True,960009,960010,fdcac1ae4c420e2e,a8a8bd0ca669453e
