fading_distribution,repetition,scheme,target_mean_T,sample_mean_T,sample_variance_T,deep_fade_probability_T_lt_0.1mean,epsilon,I_AB,chi_BE,beta_I_AB,K_raw_mean,K_raw_median,K_raw_p05,outage_probability,entropy,finite,channel_seed,awgn_seed
deterministic,0,MB-fixed,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.74676427020376e-05,1.6016495482329418e-05,1.659426056693572e-05,5.777650846063014e-07,5.688632210620867e-07,2.612823008485403e-07,0.0,6.408923689874861,True,1250000,1250001
deterministic,0,MB-global-opt,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.745950818263231e-05,1.578171546512408e-05,1.6586532773500694e-05,8.048173083766146e-07,7.353809522436788e-07,2.6010564136979974e-07,0.0,4.7380473561634675,True,1250000,1250001
deterministic,0,PS,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7467642703494768e-05,1.6016495482329418e-05,1.6594260568320027e-05,5.777650859906108e-07,5.688632235933973e-07,2.61282301818876e-07,0.0,6.408923689874859,True,1250000,1250001
deterministic,0,GS,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7477484431038803e-05,2.558754243286998e-05,1.660361020948686e-05,-8.983932223383118e-06,-8.978382319591028e-06,-9.125535111809137e-06,1.0,8.0,True,1250000,1250001
deterministic,0,PS+GS,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7467642425147978e-05,1.5973224624765692e-05,1.6594260303890575e-05,6.210356791248863e-07,6.121304934492138e-07,3.045490832587191e-07,0.0,6.408923689874859,True,1250000,1250001
beta_low_variance,0,MB-fixed,1.2115276586e-05,3.797466177899215e-09,8.778334082152813e-16,1.0,0.025,5.520748996845626e-09,5.31742444173644e-09,5.244711547003344e-09,-7.271289473309606e-11,-2.747135852132489e-13,-2.8529401063792656e-12,1.0,6.408923689874861,True,1260000,1260001
beta_low_variance,0,MB-global-opt,1.2115276586e-05,3.797466177899215e-09,8.778334082152813e-16,1.0,0.025,5.556541810003424e-09,5.224033341327816e-09,5.278714719503253e-09,5.4681378175436264e-11,-3.103972634477259e-11,-3.110182777987802e-11,0.984375,4.7380473561634675,True,1260000,1260001
beta_low_variance,0,PS,1.2115276586e-05,3.797466177899215e-09,8.778334082152813e-16,1.0,0.025,5.520750440135558e-09,5.31742444173644e-09,5.2447129181287784e-09,-7.271152360766083e-11,-2.7344793096517616e-13,-2.8529401063792656e-12,1.0,6.408923689874859,True,1260000,1260001
beta_low_variance,0,GS,1.2115276586e-05,3.797466177899215e-09,8.778334082152813e-16,1.0,0.025,5.4889319756057375e-09,9.173911130755386e-09,5.214485376825451e-09,-3.959425753929935e-09,-1.9742874002304237e-12,-2.136280707887294e-11,1.0,8.0,True,1260000,1260001
beta_low_variance,0,PS+GS,1.2115276586e-05,3.797466177899215e-09,8.778334082152813e-16,1.0,0.025,5.520748566634204e-09,5.300203165248263e-09,5.244711138302494e-09,-5.5492026945769613e-11,-2.6409985309783236e-13,-2.7733992880030206e-12,1.0,6.408923689874859,True,1260000,1260001
beta_medium_variance,0,MB-fixed,1.2115276586e-05,1.17784498608696e-12,2.0242457008813495e-24,1.0,0.025,1.6994600171571506e-12,1.9244363047565827e-12,1.614487016299293e-12,-3.0994928845728975e-13,-2.76401124210679e-13,-2.936140219844675e-13,1.0,6.408923689874861,True,1270000,1270001
beta_medium_variance,0,MB-global-opt,1.2115276586e-05,1.17784498608696e-12,2.0242457008813495e-24,1.0,0.025,-3.072063436970751e-11,1.878119187948002e-12,-2.9184602651222136e-11,-3.106272183917014e-11,-3.103424184303094e-11,-3.1078497553238546e-11,1.0,4.7380473561634675,True,1270000,1270001
beta_medium_variance,0,PS,1.2115276586e-05,1.17784498608696e-12,2.0242457008813495e-24,1.0,0.025,1.7008200403623164e-12,1.9244363047565827e-12,1.6157790383442005e-12,-3.086572664123822e-13,-2.76401124210679e-13,-2.9277025248575233e-13,1.0,6.408923689874859,True,1270000,1270001
beta_medium_variance,0,GS,1.2115276586e-05,1.17784498608696e-12,2.0242457008813495e-24,1.0,0.025,1.6994600171571506e-12,3.900584716332034e-12,1.6144870162992929e-12,-2.286097700032741e-12,-1.971756091734278e-12,-1.9851298382889126e-12,1.0,8.0,True,1270000,1270001
beta_medium_variance,0,PS+GS,1.2115276586e-05,1.17784498608696e-12,2.0242457008813495e-24,1.0,0.025,1.7008200403623164e-12,1.9134624440475534e-12,1.6157790383442005e-12,-2.976834057033529e-13,-2.6663116159397764e-13,-2.827471590194364e-13,1.0,6.408923689874859,True,1270000,1270001
beta_high_variance,0,MB-fixed,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.443178909710241e-12,1.6424639426304566e-12,1.3710199642247289e-12,-2.7144397840572773e-13,-2.7133850721838826e-13,-2.932765141849814e-13,1.0,6.408923689874861,True,1280000,1280001
beta_high_variance,0,MB-global-opt,1.2115276586e-05,1e-12,0.0,1.0,0.025,-3.097734568857646e-11,1.602717958348876e-12,-2.942847840414764e-11,-3.103119636249651e-11,-3.103255430403351e-11,-3.106951140807723e-11,1.0,4.7380473561634675,True,1280000,1280001
beta_high_variance,0,PS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.444525055127599e-12,1.6424639426304566e-12,1.3722988023712189e-12,-2.701651402592376e-13,-2.704947377196733e-13,-2.9217961383665173e-13,1.0,6.408923689874859,True,1280000,1280001
beta_high_variance,0,GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4435674877688598e-12,3.3428815271463463e-12,1.3713891133804168e-12,-1.9714924137659295e-12,-1.971756091734278e-12,-1.9852564037137198e-12,1.0,8.0,True,1280000,1280001
beta_high_variance,0,PS+GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4446221996422537e-12,1.6326939800137552e-12,1.3723910896601408e-12,-2.603028903536143e-13,-2.607247751029719e-13,-2.831268552938582e-13,1.0,6.408923689874859,True,1280000,1280001
deep_fade_mixture,0,MB-fixed,1.2115276586e-05,1.3104690840523332e-05,3.878469294232846e-11,0.1875,0.025,1.891320993509249e-05,1.7256221898589996e-05,1.7967549438337864e-05,7.113275397478682e-07,8.113126364950305e-07,-1.1169940377087093e-08,0.1875,6.408923689874861,True,1290000,1290001
deep_fade_mixture,0,MB-global-opt,1.2115276586e-05,1.3104690840523332e-05,3.878469294232846e-11,0.1875,0.025,1.893512953465848e-05,1.7006816309506068e-05,1.7988373057925552e-05,9.81556748419487e-07,1.1107727760029104e-06,-7.609915986250847e-09,0.125,4.7380473561634675,True,1290000,1290001
deep_fade_mixture,0,PS,1.2115276586e-05,1.3104690840523332e-05,3.878469294232846e-11,0.1875,0.025,1.8913209936383124e-05,1.7256221898589996e-05,1.7967549439563968e-05,7.113275409739707e-07,8.113126373388006e-07,-1.116993809890943e-08,0.1875,6.408923689874859,True,1290000,1290001
deep_fade_mixture,0,GS,1.2115276586e-05,1.3104690840523332e-05,3.878469294232846e-11,0.1875,0.025,1.891000902425055e-05,2.7412175366753333e-05,1.7964508573038022e-05,-9.447666793715311e-06,-1.1515873973544367e-05,-1.1756381610965594e-05,1.0,8.0,True,1290000,1290001
deep_fade_mixture,0,PS+GS,1.2115276586e-05,1.3104690840523332e-05,3.878469294232846e-11,0.1875,0.025,1.8913211060567203e-05,1.7210257059974143e-05,1.796755050753884e-05,7.572934475646983e-07,8.676365094828487e-07,-1.0077836520849825e-08,0.1875,6.408923689874859,True,1290000,1290001
lognormal_heavy_tail,0,MB-fixed,1.2115276586e-05,1.2115276586000002e-05,2.879314155230429e-10,0.078125,0.025,1.749525628307047e-05,1.5868769006666117e-05,1.6620493468916947e-05,7.517244622508294e-07,1.8701323054592882e-07,-3.957497807238826e-09,0.125,6.408923689874861,True,1300000,1300001
lognormal_heavy_tail,0,MB-global-opt,1.2115276586e-05,1.2115276586000002e-05,2.879314155230429e-10,0.078125,0.025,1.7601815118659103e-05,1.564381726873454e-05,1.6721724362726147e-05,1.0779070939916082e-06,3.8968724636045906e-07,1.3480003695498394e-08,0.015625,4.7380473561634675,True,1300000,1300001
lognormal_heavy_tail,0,PS,1.2115276586e-05,1.2115276586000002e-05,2.879314155230429e-10,0.078125,0.025,1.7495256284250083e-05,1.5868769006693872e-05,1.6620493470037575e-05,7.517244633437053e-07,1.8701323181158324e-07,-3.957497680673363e-09,0.125,6.408923689874859,True,1300000,1300001
lognormal_heavy_tail,0,GS,1.2115276586e-05,1.2115276586000002e-05,2.879314155230429e-10,0.078125,0.025,1.7486571070618462e-05,2.501468854852404e-05,1.6612242517087537e-05,-8.4024460314365e-06,-4.6010944777963305e-06,-2.3990608425918936e-05,1.0,8.0,True,1300000,1300001
lognormal_heavy_tail,0,PS+GS,1.2115276586e-05,1.2115276586000002e-05,2.879314155230429e-10,0.078125,0.025,1.7495257054606084e-05,1.5827312922513798e-05,1.662049420187578e-05,7.931812793619812e-07,2.057015282330709e-07,9.935851008612666e-10,0.046875,6.408923689874859,True,1300000,1300001
deterministic,1,MB-fixed,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7499156509073743e-05,1.6016495482329418e-05,1.6624198683620055e-05,6.077032012906372e-07,5.914559830344491e-07,3.493179073243962e-07,0.0,6.408923689874861,True,1250001,1250002
deterministic,1,MB-global-opt,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7485863763128107e-05,1.578171546512408e-05,1.66115705749717e-05,8.298551098476208e-07,8.088625964131059e-07,3.417979013131673e-07,0.0,4.7380473561634675,True,1250001,1250002
deterministic,1,PS,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7499156510503155e-05,1.6016495482329418e-05,1.6624198684977998e-05,6.077032026485789e-07,5.914559834563342e-07,3.493179096025757e-07,0.0,6.408923689874859,True,1250001,1250002
deterministic,1,GS,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7484028254494133e-05,2.558754243286998e-05,1.6609826841769426e-05,-8.977715591100555e-06,-8.9654151585572e-06,-9.172200193290347e-06,1.0,8.0,True,1250001,1250002
deterministic,1,PS+GS,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.749915729055973e-05,1.5973224624765692e-05,1.6624199426031745e-05,6.509748012660515e-07,6.347164769993075e-07,3.92590447828578e-07,0.0,6.408923689874859,True,1250001,1250002
beta_low_variance,1,MB-fixed,1.2115276586e-05,4.947787347684243e-05,1.5555828157822673e-07,0.953125,0.025,7.163081705777175e-05,5.995591047804755e-05,6.804927620488314e-05,8.093365726835601e-06,-2.7344793096517616e-13,-1.2745660082913446e-11,0.953125,6.408923689874861,True,1260001,1260002
beta_low_variance,1,MB-global-opt,1.2115276586e-05,4.947787347684243e-05,1.5555828157822673e-07,0.953125,0.025,7.251476180208938e-05,5.935100768708276e-05,6.88890237119849e-05,9.53801602490214e-06,-3.103213241928415e-11,-4.104542705718472e-11,0.953125,4.7380473561634675,True,1260001,1260002
beta_low_variance,1,PS,1.2115276586e-05,4.947787347684243e-05,1.5555828157822673e-07,0.953125,0.025,7.163081705927055e-05,5.995591047804755e-05,6.804927620630701e-05,8.093365728259472e-06,-2.7133850721838826e-13,-1.2744099109340828e-11,0.953125,6.408923689874859,True,1260001,1260002
beta_low_variance,1,GS,1.2115276586e-05,4.947787347684243e-05,1.5555828157822673e-07,0.953125,0.025,7.11511349868188e-05,8.372980678489697e-05,6.759357823747785e-05,-1.613622854741912e-05,-1.9742874002304237e-12,-1.7542447131591027e-07,1.0,8.0,True,1260001,1260002
beta_low_variance,1,PS+GS,1.2115276586e-05,4.947787347684243e-05,1.5555828157822673e-07,0.953125,0.025,7.16307969857305e-05,5.984454703596154e-05,6.804925713644396e-05,8.204710100482433e-06,-2.615685446016869e-13,-1.2313148278764179e-11,0.953125,6.408923689874859,True,1260001,1260002
beta_medium_variance,1,MB-fixed,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.441388675083033e-12,1.6424639426304566e-12,1.3693192413288812e-12,-2.7314470130157543e-13,-2.742917004638913e-13,-2.907452056888361e-13,1.0,6.408923689874861,True,1270001,1270002
beta_medium_variance,1,MB-global-opt,1.2115276586e-05,1e-12,0.0,1.0,0.025,-3.0977012621669076e-11,1.602717958348876e-12,-2.942816199058562e-11,-3.1030879948934495e-11,-3.1030866765036075e-11,-3.106630508398211e-11,1.0,4.7380473561634675,True,1270001,1270002
beta_medium_variance,1,PS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4429152317418925e-12,1.6424639426304566e-12,1.3707694701547978e-12,-2.716944724756588e-13,-2.7386981571453374e-13,-2.896483053405064e-13,1.0,6.408923689874859,True,1270001,1270002
beta_medium_variance,1,GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.44280420943943e-12,3.3428815271463463e-12,1.3706639989674585e-12,-1.972217528178888e-12,-1.9734436307317083e-12,-1.9825985297927677e-12,1.0,8.0,True,1270001,1270002
beta_medium_variance,1,PS+GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4428597205906613e-12,1.6326939800137552e-12,1.370716734561128e-12,-2.6197724545262713e-13,-2.6409985309783236e-13,-2.79878342723805e-13,1.0,6.408923689874859,True,1270001,1270002
beta_high_variance,1,MB-fixed,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4426099204101206e-12,1.6424639426304566e-12,1.3704794243896143e-12,-2.719845182408421e-13,-2.7386981571453374e-13,-2.9314994876017414e-13,1.0,6.408923689874861,True,1280001,1280002
beta_high_variance,1,MB-global-opt,1.2115276586e-05,1e-12,0.0,1.0,0.025,-3.0973404396839044e-11,1.602717958348876e-12,-2.942473417699709e-11,-3.1027452135345965e-11,-3.102917922603865e-11,-3.106377377548597e-11,1.0,4.7380473561634675,True,1280001,1280002
beta_high_variance,1,PS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4440393325543255e-12,1.6424639426304566e-12,1.371837365926609e-12,-2.706265767038475e-13,-2.730260462158186e-13,-2.928968179105596e-13,1.0,6.408923689874859,True,1280001,1280002
beta_high_variance,1,GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4432899320127035e-12,3.3428815271463463e-12,1.3711254354120683e-12,-1.971756091734278e-12,-1.970912322235563e-12,-1.985973607787628e-12,1.0,8.0,True,1280001,1280002
beta_high_variance,1,PS+GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4441919882202114e-12,1.6326939800137552e-12,1.3719823888092009e-12,-2.607115912045544e-13,-2.632560835991172e-13,-2.831268552938582e-13,1.0,6.408923689874859,True,1280001,1280002
deep_fade_mixture,1,MB-fixed,1.2115276586e-05,1.1125862331476665e-05,5.469636184174527e-11,0.3125,0.025,1.6028243761304073e-05,1.4653532872707653e-05,1.5226831573238867e-05,5.732987005312155e-07,7.292439109018986e-07,-1.0576581372934169e-08,0.3125,6.408923689874861,True,1290001,1290002
deep_fade_mixture,1,MB-global-opt,1.2115276586e-05,1.1125862331476665e-05,5.469636184174527e-11,0.3125,0.025,1.6030201765174223e-05,1.4441586196622946e-05,1.522869167691551e-05,7.871054802925651e-07,9.468626418041016e-07,-9.085477894466026e-09,0.21875,4.7380473561634675,True,1290001,1290002
deep_fade_mixture,1,PS,1.2115276586e-05,1.1125862331476665e-05,5.469636184174527e-11,0.3125,0.025,1.6028243762594707e-05,1.4653532872707653e-05,1.5226831574464971e-05,5.732987017573179e-07,7.292439121675522e-07,-1.0576579811960616e-08,0.3125,6.408923689874859,True,1290001,1290002
deep_fade_mixture,1,GS,1.2115276586e-05,1.1125862331476665e-05,5.469636184174527e-11,0.3125,0.025,1.6045633689440453e-05,2.3284646840399104e-05,1.524335200496843e-05,-8.041294835430673e-06,-1.1530266246073675e-05,-1.1736246030651377e-05,1.0,8.0,True,1290001,1290002
deep_fade_mixture,1,PS+GS,1.2115276586e-05,1.1125862331476665e-05,5.469636184174527e-11,0.3125,0.025,1.6028247172533705e-05,1.4614471549323493e-05,1.522683481390702e-05,6.123632645835256e-07,7.855554159164044e-07,-9.484422924810363e-09,0.296875,6.408923689874859,True,1290001,1290002
lognormal_heavy_tail,1,MB-fixed,1.2115276586e-05,1.2115276586000002e-05,2.4346597007425313e-10,0.0625,0.025,1.739559944458069e-05,1.587641422923919e-05,1.6525819472351652e-05,6.494052431124659e-07,1.9280685390476953e-07,8.1862237211182e-10,0.03125,6.408923689874861,True,1300001,1300002
lognormal_heavy_tail,1,MB-global-opt,1.2115276586e-05,1.2115276586000002e-05,2.4346597007425313e-10,0.0625,0.025,1.730451996134752e-05,1.5650955658086385e-05,1.6439293963280143e-05,7.883383051937579e-07,3.079051514420777e-07,2.230889296850307e-08,0.0,4.7380473561634675,True,1300001,1300002
lognormal_heavy_tail,1,PS,1.2115276586e-05,1.2115276586000002e-05,2.4346597007425313e-10,0.0625,0.025,1.739559944589908e-05,1.587641422923919e-05,1.6525819473604123e-05,6.494052443649363e-07,1.928068560141937e-07,8.186234690121017e-10,0.03125,6.408923689874859,True,1300001,1300002
lognormal_heavy_tail,1,GS,1.2115276586e-05,1.2115276586000002e-05,2.4346597007425313e-10,0.0625,0.025,1.749167546027941e-05,2.5044258112377066e-05,1.661709168726544e-05,-8.427166425111626e-06,-4.50759038814752e-06,-3.2423405502302056e-05,1.0,8.0,True,1300001,1300002
lognormal_heavy_tail,1,PS+GS,1.2115276586e-05,1.2115276586000002e-05,2.4346597007425313e-10,0.0625,0.025,1.739559911648203e-05,1.583486455983968e-05,1.6525819160657927e-05,6.909546008182493e-07,2.157759211529605e-07,4.666725206270344e-09,0.03125,6.408923689874859,True,1300001,1300002
deterministic,2,MB-fixed,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7500422389488124e-05,1.6016495482329418e-05,1.6625401270013715e-05,6.08905787684299e-07,5.939558442413774e-07,3.293231752587992e-07,0.0,6.408923689874861,True,1250002,1250003
deterministic,2,MB-global-opt,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7449161092877863e-05,1.578171546512408e-05,1.657670303823397e-05,7.949875731098891e-07,8.158726768625596e-07,1.828116845592474e-07,0.0,4.7380473561634675,True,1250002,1250003
deterministic,2,PS,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.750042239095917e-05,1.6016495482329418e-05,1.662540127141121e-05,6.089057890817922e-07,5.939558459289177e-07,3.2932317694633953e-07,0.0,6.408923689874859,True,1250002,1250003
deterministic,2,GS,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.750097563378572e-05,2.558754243286998e-05,1.6625926852096433e-05,-8.961615580773548e-06,-8.962121634259468e-06,-9.062797879089145e-06,1.0,8.0,True,1250002,1250003
deterministic,2,PS+GS,1.2115276586e-05,1.2115276585999999e-05,2.915412576444165e-42,0.0,0.025,1.7500421253049958e-05,1.5973224624765692e-05,1.662540019039746e-05,6.521755656317676e-07,6.372298376744467e-07,3.72593562252275e-07,0.0,6.408923689874859,True,1250002,1250003
beta_low_variance,2,MB-fixed,1.2115276586e-05,2.112204821850593e-05,2.7474174595458892e-08,0.96875,0.025,3.0487180817537207e-05,2.600630556772593e-05,2.8962821776660346e-05,2.9565162089344157e-06,-2.76401124210679e-13,-2.9542812640670506e-13,0.96875,6.408923689874861,True,1260002,1260003
beta_low_variance,2,MB-global-opt,1.2115276586e-05,2.112204821850593e-05,2.7474174595458892e-08,0.96875,0.025,3.087242774328647e-05,2.572307747448002e-05,2.9328806356122144e-05,3.605728881642121e-06,-3.102917922603865e-11,-3.1096722974410796e-11,0.96875,4.7380473561634675,True,1260002,1260003
beta_low_variance,2,PS,1.2115276586e-05,2.112204821850593e-05,2.7474174595458892e-08,0.96875,0.025,3.048718081882784e-05,2.600630556772593e-05,2.8962821777886453e-05,2.956516210160518e-06,-2.7555735471196395e-13,-2.9504843013228325e-13,0.96875,6.408923689874859,True,1260002,1260003
beta_low_variance,2,GS,1.2115276586e-05,2.112204821850593e-05,2.7474174595458892e-08,0.96875,0.025,3.01649303762197e-05,3.723772963471969e-05,2.8656683857408714e-05,-8.581045777310978e-06,-1.974709284979781e-12,-1.498651109876902e-08,1.0,8.0,True,1260002,1260003
beta_low_variance,2,PS+GS,1.2115276586e-05,2.112204821850593e-05,2.7474174595458892e-08,0.96875,0.025,3.0487171222559617e-05,2.59541490626701e-05,2.8962812661431633e-05,3.0086635987615343e-06,-2.657873920952626e-13,-2.8527846751558187e-13,0.96875,6.408923689874859,True,1260002,1260003
beta_medium_variance,2,MB-fixed,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4402506964827921e-12,1.6424639426304566e-12,1.3682381616586525e-12,-2.742257809718041e-13,-2.730260462158186e-13,-3.002376125493811e-13,1.0,6.408923689874861,True,1270002,1270003
beta_medium_variance,2,MB-global-opt,1.2115276586e-05,1e-12,0.0,1.0,0.025,-3.0978719589569437e-11,1.602717958348876e-12,-2.9429783610090964e-11,-3.103250156843983e-11,-3.103381995828158e-11,-3.107870849561323e-11,1.0,4.7380473561634675,True,1270002,1270003
beta_medium_variance,2,PS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4416939864148048e-12,1.6424639426304566e-12,1.3696092870940646e-12,-2.728546555363921e-13,-2.7133850721838826e-13,-3.0011104712457385e-13,1.0,6.408923689874859,True,1270002,1270003
beta_medium_variance,2,GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4434148321029738e-12,3.3428815271463463e-12,1.371244090497825e-12,-1.9716374366485214e-12,-1.971756091734278e-12,-1.982725095217575e-12,1.0,8.0,True,1270002,1270003
beta_medium_variance,2,PS+GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.441680108626997e-12,1.6326939800137552e-12,1.369596103195647e-12,-2.630978768181081e-13,-2.615685446016869e-13,-2.8890667636005686e-13,1.0,6.408923689874859,True,1270002,1270003
beta_high_variance,2,MB-fixed,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4425266536832737e-12,1.6424639426304566e-12,1.3704003209991098e-12,-2.7206362163134666e-13,-2.7133850721838826e-13,-2.9795943490285033e-13,1.0,6.408923689874861,True,1280002,1280003
beta_high_variance,2,MB-global-opt,1.2115276586e-05,1e-12,0.0,1.0,0.025,-3.098074574658938e-11,1.602717958348876e-12,-2.943170845925991e-11,-3.1034426417608786e-11,-3.103508561252965e-11,-3.1084699259054107e-11,1.0,4.7380473561634675,True,1280002,1280003
beta_high_variance,2,PS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4438034101615926e-12,1.6424639426304566e-12,1.371613239653513e-12,-2.7085070297694366e-13,-2.704947377196733e-13,-2.9627189590542e-13,1.0,6.408923689874859,True,1280002,1280003
beta_high_variance,2,GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.44445566618856e-12,3.3428815271463463e-12,1.3722328828791318e-12,-1.9706486442672146e-12,-1.970912322235563e-12,-1.9801937867214292e-12,1.0,8.0,True,1280002,1280003
beta_high_variance,2,PS+GS,1.2115276586e-05,1e-12,0.0,1.0,0.025,1.4438866768884395e-12,1.6326939800137552e-12,1.3716923430440174e-12,-2.610016369697378e-13,-2.607247751029719e-13,-2.863753678639114e-13,1.0,6.408923689874859,True,1280002,1280003
deep_fade_mixture,2,MB-fixed,1.2115276586e-05,1.3846751531415834e-05,3.076670353598171e-11,0.140625,0.025,1.994408994085428e-05,1.8232230283295875e-05,1.8946885443811565e-05,7.146551605156915e-07,7.744082123561921e-07,-6.499583049546252e-09,0.140625,6.408923689874861,True,1290002,1290003
