T,epsilon,SNR_dB,scheme,mean_I_AB,mean_chi_BE,mean_K_raw,std_K_raw,ci95_low,ci95_high,mean_K_positive,mean_entropy,outage_probability,repetitions
0.001,0.005,-26.989710900708666,MB-global-opt,0.0014197045627544942,0.0010497505204243307,0.0002989688141924388,3.126318330899535e-05,0.0002213067615461624,0.00037663086683871526,0.0002989688141924388,4.7380473561634675,0.0,3
0.001,0.005,-26.989710900708666,PS,0.0014184311740879825,0.0010569878861013127,0.00029052172928227077,3.97251940497936e-05,0.00019183887663780158,0.00038920458192673996,0.00029052172928227077,6.408923689874858,0.0,3
0.001,0.005,-26.989710900708666,PS+GS,0.0014184312728759234,0.0010556288528591473,0.00029188085637297975,3.9725998046824584e-05,0.00019319600648916578,0.0003905657062567937,0.00029188085637297975,6.408923689874858,0.0,3
0.001467799267622,0.005,-25.32304931309255,GS,0.0021193780505370796,0.0021055551346671475,-9.214598665692189e-05,1.1852249079034729e-05,-0.00012158860556284531,-6.270336775099846e-05,0.0,8.0,1.0,3
0.001467799267622,0.005,-25.32304931309255,MB-fixed,0.0021296845899539583,0.0015484389181710245,0.00047476144228523554,3.656528289264708e-05,0.0003839282441119174,0.0005655946404585537,0.00047476144228523554,6.408923689874861,0.0,3
0.001467799267622,0.005,-25.32304931309255,MB-global-opt,0.002128343295829597,0.0015381499354945039,0.00048377619554361325,7.1975841258699e-05,0.00030497829394013945,0.000662574097147087,0.00048377619554361325,4.7380473561634675,0.0,3
0.001467799267622,0.005,-25.32304931309255,PS,0.0021296845899563266,0.0015484389181710245,0.00047476144228748575,3.656528289218926e-05,0.00038392824411530486,0.0005655946404596666,0.00047476144228748575,6.408923689874858,0.0,3
0.001467799267622,0.005,-25.32304931309255,PS+GS,0.002129686426476892,0.001546507168997291,0.0004766949361557562,3.65660136594609e-05,0.00038585992265703737,0.0005675299496544751,0.0004766949361557562,6.408923689874858,0.0,3
0.002154434690032,0.005,-23.656390101441062,GS,0.0031303705536398496,0.0030549386945559753,-8.10866685981183e-05,2.3773001106269035e-05,-0.0001401420771669517,-2.2031260029284915e-05,0.0,8.0,1.0,3
0.002154434690032,0.005,-23.656390101441062,MB-fixed,0.003137870724103505,0.002267960616823439,0.0007130165710748905,8.668223053436176e-05,0.0004976859732685149,0.0009283471688812661,0.0007130165710748905,6.408923689874861,0.0,3
0.002154434690032,0.005,-23.656390101441062,MB-global-opt,0.003140080158746746,0.0022533473352193134,0.0007297288155900953,7.723803015625517e-05,0.0005378589121000103,0.0009215987190801802,0.0007297288155900953,4.7380473561634675,0.0,3
0.002154434690032,0.005,-23.656390101441062,PS,0.003137870724104097,0.002267960616823439,0.000713016571075453,8.66822305351506e-05,0.0004976859732671178,0.0009283471688837882,0.000713016571075453,6.408923689874858,0.0,3
0.002154434690032,0.005,-23.656390101441062,PS+GS,0.0031378711321465858,0.0022652174643360556,0.0007157601112032005,8.668226989721823e-05,0.0005004294156140687,0.0009310908067923322,0.0007157601112032005,6.408923689874858,0.0,3
0.003162277660168,0.005,-21.989734377218447,GS,0.004530107389569456,0.004431028806717752,-0.0001274267866267683,1.9015411007296356e-05,-0.00017466368621384012,-8.018988703969646e-05,0.0,8.0,1.0,3
0.003162277660168,0.005,-21.989734377218447,MB-fixed,0.004594441747068541,0.003320900239631275,0.0010438194200838391,2.6989057956139652e-05,0.0009767748834112082,0.00111086395675647,0.0010438194200838391,6.408923689874861,0.0,3
0.003162277660168,0.005,-21.989734377218447,MB-global-opt,0.004627429978246648,0.003300165567927893,0.0010958929114064226,0.00018326644421627194,0.000640633826036035,0.0015511519967768101,0.0010958929114064226,4.7380473561634675,0.0,3
0.003162277660168,0.005,-21.989734377218447,PS,0.004594441747069726,0.003320900239631275,0.0010438194200849645,2.6989057956420172e-05,0.0009767748834116367,0.0011108639567582923,0.0010438194200849645,6.408923689874858,0.0,3
0.003162277660168,0.005,-21.989734377218447,PS+GS,0.004594442481477223,0.003317008731828386,0.0010477116255749762,2.6988027845995827e-05,0.0009806696478378008,0.0011147536033121516,0.0010477116255749762,6.408923689874858,0.0,3
1e-05,0.00625,-46.989700179077204,GS,1.4533558326590423e-05,1.6837526244595225e-05,-3.0306458343343233e-06,2.305106931596162e-07,-3.6032661401667387e-06,-2.458025528501908e-06,0.0,8.0,1.0,3
1e-05,0.00625,-46.989700179077204,MB-fixed,1.4762897724433325e-05,1.0941520403706662e-05,3.083232434504997e-06,2.2260672601785393e-07,2.5302466715216253e-06,3.6362181974883686e-06,3.083232434504997e-06,6.408923689874861,0.0,3
1e-05,0.00625,-46.989700179077204,MB-global-opt,1.4834526555892088e-05,1.0831969071478653e-05,3.2608311566188293e-06,1.577154474549371e-07,2.8690442658752975e-06,3.652618047362361e-06,3.2608311566188293e-06,4.7380473561634675,0.0,3
1e-05,0.00625,-46.989700179077204,PS,1.4762897725913623e-05,1.0941520403706662e-05,3.0832324359112795e-06,2.2260672650260414e-07,2.530246671723722e-06,3.6362182000988373e-06,3.0832324359112795e-06,6.408923689874858,0.0,3
1e-05,0.00625,-46.989700179077204,PS+GS,1.4762916075679774e-05,1.092099650401579e-05,3.103773767879995e-06,2.2262012905735102e-07,2.550754709900757e-06,3.6567928258592328e-06,3.103773767879995e-06,6.408923689874858,0.0,3
1.0491397291e-05,0.00625,-46.78136685256328,GS,1.5379562035455763e-05,1.764252407654432e-05,-3.0319401428613455e-06,6.741145763465903e-08,-3.1993994869735867e-06,-2.8644807987491044e-06,0.0,8.0,1.0,3
1.0491397291e-05,0.00625,-46.78136685256328,MB-fixed,1.5385555360995323e-05,1.1476552384648286e-05,3.139725208297268e-06,3.964663740225049e-07,2.154848137159257e-06,4.124602279435279e-06,3.139725208297268e-06,6.408923689874861,0.0,3
1.0491397291e-05,0.00625,-46.78136685256328,MB-global-opt,1.5528610266990484e-05,1.1361951681942983e-05,3.390228071697976e-06,8.105905270032021e-07,1.376609574806701e-06,5.403846568589251e-06,3.390228071697976e-06,4.7380473561634675,0.0,3
1.0491397291e-05,0.00625,-46.78136685256328,PS,1.5385555363363796e-05,1.1476552384648286e-05,3.13972521054732e-06,3.964663739215714e-07,2.154848139660042e-06,4.124602281434598e-06,3.13972521054732e-06,6.408923689874858,0.0,3
1.0491397291e-05,0.00625,-46.78136685256328,PS+GS,1.5385551369521504e-05,1.145508271505058e-05,3.1611910859948483e-06,3.964556144974532e-07,2.1763407429987785e-06,4.146041428990918e-06,3.1611910859948483e-06,6.408923689874858,0.0,3
1.1006941713e-05,0.00625,-46.573033525887894,GS,1.594183615249989e-05,1.848597869846813e-05,-3.3412343535932376e-06,1.4029371638965054e-07,-3.689743265194055e-06,-2.9927254419924202e-06,0.0,8.0,1.0,3
1.1006941713e-05,0.00625,-46.573033525887894,MB-fixed,1.5621084522206747e-05,1.2037746146775774e-05,2.8022841493206357e-06,2.187188303033477e-07,2.2589564547009017e-06,3.3456118439403697e-06,2.8022841493206357e-06,6.408923689874861,0.0,3
1.1006941713e-05,0.00625,-46.573033525887894,MB-global-opt,1.5661538583344736e-05,1.1917864364496822e-05,2.9605972896806773e-06,3.696127242481273e-07,2.042428382644507e-06,3.878766196716848e-06,2.9605972896806773e-06,4.7380473561634675,0.0,3
1.1006941713e-05,0.00625,-46.573033525887894,PS,1.5621084523687045e-05,1.2037746146775774e-05,2.802284150726918e-06,2.1871883073272975e-07,2.25895645504054e-06,3.345611846413296e-06,2.802284150726918e-06,6.408923689874858,0.0,3
1.1006941713e-05,0.00625,-46.573033525887894,PS+GS,1.5621073508498284e-05,1.2015287319977475e-05,2.8247325130958946e-06,2.1873968459240744e-07,2.2813530135502563e-06,3.368112012641533e-06,2.8247325130958946e-06,6.408923689874858,0.0,3
1.1547819847e-05,0.00625,-46.36470020004411,GS,1.667742607155039e-05,1.9369725767104384e-05,-3.5261709991315143e-06,1.342148363002744e-07,-3.8595791354572916e-06,-3.192762862805737e-06,0.0,8.0,1.0,3
1.1547819847e-05,0.00625,-46.36470020004411,MB-fixed,1.6846091193715534e-05,1.262638088728174e-05,3.3774057467480147e-06,3.964654165710643e-07,2.3925310540512342e-06,4.362280439444795e-06,3.3774057467480147e-06,6.408923689874861,0.0,3
1.1547819847e-05,0.00625,-46.36470020004411,MB-global-opt,1.692741045259775e-05,1.2500975734575093e-05,3.580064195392769e-06,6.457205037152301e-07,1.9760055408832245e-06,5.184122849902313e-06,3.580064195392769e-06,4.7380473561634675,0.0,3
1.1547819847e-05,0.00625,-46.36470020004411,PS,1.684609119549189e-05,1.262638088728174e-05,3.3774057484355525e-06,3.9646541651067817e-07,2.39253105588878e-06,4.362280440982325e-06,3.3774057484355525e-06,6.408923689874858,0.0,3
1.1547819847e-05,0.00625,-46.36470020004411,PS+GS,1.684609212837529e-05,1.2602887536461438e-05,3.400899985495087e-06,3.964535345342342e-07,2.4160548094140885e-06,4.385745161576086e-06,3.400899985495087e-06,6.408923689874858,0.0,3
1.2115276586e-05,0.00625,-46.156366874554266,GS,1.772740923093134e-05,2.0295688479166074e-05,-3.4546497097813025e-06,1.511389829392493e-07,-3.830099757011629e-06,-3.0791996625509762e-06,0.0,8.0,1.0,3
1.2115276586e-05,0.00625,-46.156366874554266,MB-fixed,1.7910542298752812e-05,1.3243798348216984e-05,3.771216835598186e-06,2.472957898957736e-07,3.1569000379686214e-06,4.38553363322775e-06,3.771216835598186e-06,6.408923689874861,0.0,3
1.2115276586e-05,0.00625,-46.156366874554266,MB-global-opt,1.8134892846669953e-05,1.311261645908779e-05,4.1155317452486636e-06,4.137807732009307e-07,3.0876433221557593e-06,5.143420168341568e-06,4.1155317452486636e-06,4.7380473561634675,0.0,3
1.2115276586e-05,0.00625,-46.156366874554266,PS,1.791054229964099e-05,1.3243798348216984e-05,3.771216836441956e-06,2.472957905334232e-07,3.156900037228382e-06,4.3855336356555306e-06,3.771216836441956e-06,6.408923689874858,0.0,3
1.2115276586e-05,0.00625,-46.156366874554266,PS+GS,1.7910530454597524e-05,1.3219223026661453e-05,3.7957809052061947e-06,2.4729306230775145e-07,3.181470883280898e-06,4.410090927131491e-06,3.7957809052061947e-06,6.408923689874858,0.0,3
