T,epsilon,SNR_dB,scheme,baseline,mean_delta_K,std_delta_K,ci95_low,ci95_high,P_delta_gt_0,mean_delta_I_AB,mean_delta_chi_BE,mean_delta_outage,gain_source,repetitions
1.4677992676e-05,0.005,-45.3230335361231,GS,MB-global-opt,-7.902367894259873e-06,9.565831329605975e-07,-1.0278652129242126e-05,-5.526083659277621e-06,0.0,3.6065993421393233e-07,8.244994831763108e-06,-1.0,No positive gain,3
1.3990503141e-05,0.00625,-45.53136690001757,GS,MB-global-opt,-7.902684025277533e-06,7.583910847298105e-07,-9.786631919086749e-06,-6.0187361314683164e-06,0.0,3.282139899122664e-07,8.214487315694186e-06,-1.0,No positive gain,3
0.000215443469003,0.0275,-33.65637957532419,PS,MB-global-opt,-7.984199640157882e-06,1.919608149953996e-06,-1.2752770637182792e-05,-3.2156286431329723e-06,0.0,-4.714121440170989e-06,3.505784271995438e-06,0.0,No positive gain,3
0.000215443469003,0.02,-33.65637606661154,PS,MB-global-opt,-8.005477878173883e-06,2.281405518268093e-06,-1.3672803361828728e-05,-2.3381523945190387e-06,0.0,-5.184414454480664e-06,3.080284146417256e-06,0.0,No positive gain,3
1.0491397291e-05,0.01875,-46.78136713733551,GS,MB-global-opt,-8.005859032511608e-06,3.9053255352786134e-07,-8.9759956763843e-06,-7.035722388638916e-06,0.0,-2.9311479465832235e-08,7.978013127019068e-06,-1.0,No positive gain,3
1.2115276586e-05,0.01,-46.15636697320922,GS,MB-global-opt,-8.0107552618743e-06,4.453163724827399e-07,-9.116982456404822e-06,-6.904528067343778e-06,0.0,-1.197709946036222e-07,7.896972817000858e-06,-1.0,No positive gain,3
1e-05,0.02,-46.989700477654644,GS,MB-global-opt,-8.020575563290795e-06,3.107528191987798e-07,-8.79252836048565e-06,-7.248622766095941e-06,0.0,-2.8258970067677563e-07,7.752115347647859e-06,-1.0,No positive gain,3
1.2115276586e-05,0.0125,-46.156367038979184,GS,MB-global-opt,-8.04940327766938e-06,3.29975445388426e-07,-8.869107725500223e-06,-7.2296988298385375e-06,0.0,2.561364477552767e-07,8.292732903036892e-06,-1.0,No positive gain,3
1e-05,0.02125,-46.98970050479805,GS,MB-global-opt,-8.055738762916913e-06,8.022305334023225e-07,-1.004858988443451e-05,-6.062887641399316e-06,0.0,-1.9505340661159684e-07,7.870438026635895e-06,-1.0,No positive gain,3
1.1547819847e-05,0.01875,-46.36470051349124,GS,MB-global-opt,-8.055953621507091e-06,8.118064165371436e-07,-1.0072592555442916e-05,-6.0393146875712665e-06,0.0,7.021820603488512e-07,8.7230265788385e-06,-1.0,No positive gain,3
1.3335214322e-05,0.0075,-45.739700260418616,GS,MB-global-opt,-8.056420732642048e-06,9.015254244343544e-07,-1.0295934037553398e-05,-5.816907427730699e-06,0.0,8.615343608890195e-08,8.138266496926505e-06,-1.0,No positive gain,3
1.1547819847e-05,0.01375,-46.3647003881124,GS,MB-global-opt,-8.106694133565757e-06,2.1055344947577068e-07,-8.629737897741155e-06,-7.583650369390359e-06,0.0,-2.760816168271655e-09,8.1040713582059e-06,-1.0,No positive gain,3
1.2710617996e-05,0.00875,-45.94803361825051,GS,MB-global-opt,-8.109859246803925e-06,9.816879034201204e-07,-1.0548507188828741e-05,-5.671211304779108e-06,0.0,-8.458960080541071e-08,8.029499126038786e-06,-1.0,No positive gain,3
1.1547819847e-05,0.015,-46.36470041945711,GS,MB-global-opt,-8.127449298041731e-06,8.107805560378535e-07,-1.0141539853224305e-05,-6.113358742859157e-06,0.0,1.4919435672074618e-07,8.269183936926439e-06,-1.0,No positive gain,3
1.3335214322e-05,0.00625,-45.739700224222304,GS,MB-global-opt,-8.155246847755631e-06,2.591566747418116e-07,-8.7990277167256e-06,-7.51146597878566e-06,0.0,-3.1575542032887444e-07,7.855279198443199e-06,-1.0,No positive gain,3
1.2115276586e-05,0.01875,-46.1563672034041,GS,MB-global-opt,-8.17960386417423e-06,4.792666545076796e-07,-9.370168234606418e-06,-6.98903949374204e-06,0.0,9.910252488272893e-07,9.121077850560155e-06,-1.0,No positive gain,3
1e-05,0.02375,-46.98970055908485,GS,MB-global-opt,-8.187530800155921e-06,5.58314901526846e-07,-9.574461902053744e-06,-6.800599698258098e-06,0.0,-9.642793082538977e-08,8.095924265871801e-06,-1.0,No positive gain,3
1.0491397291e-05,0.0175,-46.78136710885829,GS,MB-global-opt,-8.190450443616253e-06,3.42431921604569e-07,-9.041098493770753e-06,-7.339802393461752e-06,0.0,-3.6351042383605164e-07,7.845115540972003e-06,-1.0,No positive gain,3
1.1006941713e-05,0.01625,-46.573033764900586,GS,MB-global-opt,-8.190530440395824e-06,8.175921092454186e-07,-1.0221541831776694e-05,-6.159519049014953e-06,0.0,-1.386257168315789e-07,8.058836009405823e-06,-1.0,No positive gain,3
1.0491397291e-05,0.02375,-46.7813672512444,GS,MB-global-opt,-8.19475038729145e-06,8.108923023100244e-07,-1.0209118535602867e-05,-6.180382238980031e-06,0.0,2.84859272170479e-07,8.465366695853405e-06,-0.6666666666666666,No positive gain,3
1.2115276586e-05,0.01125,-46.1563670060942,GS,MB-global-opt,-8.23137566617523e-06,9.97459813118721e-07,-1.0709203203868175e-05,-5.7535481284822855e-06,0.0,-1.3731802243436655e-07,8.100923544862582e-06,-1.0,No positive gain,3
1.0491397291e-05,0.0225,-46.78136722276718,GS,MB-global-opt,-8.25320360129389e-06,3.3369453802017073e-07,-9.082146787384628e-06,-7.424260415203153e-06,0.0,1.0123307703224782e-07,8.349375024474526e-06,-1.0,No positive gain,3
1.1547819847e-05,0.0175,-46.36470048214654,GS,MB-global-opt,-8.272617199267527e-06,1.0604579428428284e-06,-1.0906940766775928e-05,-5.638293631759126e-06,0.0,3.213237276256109e-07,8.57787474051186e-06,-1.0,No positive gain,3
1.1006941713e-05,0.02,-46.57303385453034,GS,MB-global-opt,-8.289850917053698e-06,3.57993263337208e-07,-9.179155483051203e-06,-7.400546351056194e-06,0.0,1.9602496070803e-07,8.476074629726327e-06,-1.0,No positive gain,3
1.2710617996e-05,0.01,-45.94803365275146,GS,MB-global-opt,-8.293063001726015e-06,7.094170635187438e-07,-1.0055352682550266e-05,-6.530773320901763e-06,0.0,-3.704357413406948e-08,8.25787160629865e-06,-1.0,No positive gain,3
1e-05,0.03,-46.98970069480186,GS,MB-global-opt,-8.303082942499411e-06,4.071122063462433e-07,-9.314405727185463e-06,-7.291760157813359e-06,0.0,3.1988294028432546e-07,8.60697173576952e-06,-0.3333333333333333,No positive gain,3
1e-05,0.02625,-46.98970061337165,GS,MB-global-opt,-8.309096844024329e-06,5.4231932914011e-07,-9.656292741335722e-06,-6.961900946712937e-06,0.0,-6.570927505814931e-10,8.308472605911277e-06,-1.0,No positive gain,3
1.4677992676e-05,0.0075,-45.32303361580524,GS,MB-global-opt,-8.337079163966975e-06,5.615128061715798e-07,-9.731954301391265e-06,-6.942204026542687e-06,0.0,5.916782450654523e-07,8.899173496779156e-06,-1.0,No positive gain,3
0.001,0.0275,-26.989759758440908,PS+GS,MB-global-opt,-8.353421677724068e-06,3.527766251194091e-05,-9.598799350495136e-05,7.928115014950324e-05,0.6666666666666666,3.400338627261116e-06,1.1583743373622113e-05,0.0,No positive gain,3
1.0491397291e-05,0.02125,-46.78136719428995,GS,MB-global-opt,-8.364928247880006e-06,4.487563896291757e-07,-9.479700918732951e-06,-7.250155577027061e-06,0.0,-1.423257135850046e-07,8.229718819974252e-06,-1.0,No positive gain,3
