sweep,parameter_value,comparison,first,second,mean_delta_K_raw,ci95_low_delta_K_raw,ci95_high_delta_K_raw,mean_beta_delta_I_AB,mean_negative_delta_chi_BE
excess_noise,0.005,PS+GS-Uniform,PS+GS,Uniform QAM,0.017575435841753896,0.01727403542972301,0.01787683625378478,-2.9402550162230254e-06,0.01757837609677012
excess_noise,0.0055,PS+GS-Uniform,PS+GS,Uniform QAM,0.01764564868874972,0.017167321692344296,0.018123975685155145,2.410592613857926e-05,0.01762154276261114
excess_noise,0.006,PS+GS-Uniform,PS+GS,Uniform QAM,0.01763611681534024,0.01713801425069776,0.01813421937998272,-9.390252153810979e-06,0.01764550706749404
excess_noise,0.0065,PS+GS-Uniform,PS+GS,Uniform QAM,0.017919757662368717,0.017461673071371017,0.018377842253366417,-3.9553397022250713e-05,0.017959311059390977
excess_noise,0.007,PS+GS-Uniform,PS+GS,Uniform QAM,0.01812900067343434,0.017343880168768835,0.018914121178099843,-2.46201701526752e-05,0.01815362084358708
excess_noise,0.0075,PS+GS-Uniform,PS+GS,Uniform QAM,0.01901935518166928,0.018340880443403478,0.01969782991993508,-3.608521988974267e-05,0.01905544040155898
excess_noise,0.008,PS+GS-Uniform,PS+GS,Uniform QAM,0.018837747126589702,0.018215946826637706,0.0194595474265417,4.225300287238026e-05,0.018795494123717338
excess_noise,0.0085,PS+GS-Uniform,PS+GS,Uniform QAM,0.01901873634224478,0.01848544656276184,0.01955202612172772,-3.384378233916435e-06,0.019022120720478677
excess_noise,0.009,PS+GS-Uniform,PS+GS,Uniform QAM,0.019450156487107843,0.01854602344766876,0.020354289526546925,-3.74489811430817e-06,0.019453901385222183
excess_noise,0.0095,PS+GS-Uniform,PS+GS,Uniform QAM,0.01970838554041466,0.018626221779742498,0.02079054930108682,3.30479963117801e-05,0.019675337544102858
excess_noise,0.01,PS+GS-Uniform,PS+GS,Uniform QAM,0.01885159198801422,0.018191356151578183,0.019511827824450257,5.5272617997421116e-05,0.01879631937001678
excess_noise,0.0,PS+GS-PS,PS+GS,PS,9.168890293580895e-06,8.641938030001734e-06,9.695842557160056e-06,1.0660094438841304e-08,9.15823019919937e-06
excess_noise,0.0005,PS+GS-PS,PS+GS,PS,2.8931544363799966e-05,2.732427553731523e-05,3.05388131902847e-05,8.332903511515388e-09,2.8923211460281374e-05
excess_noise,0.001,PS+GS-PS,PS+GS,PS,3.615868983615905e-05,3.5312259187529115e-05,3.7005120484788984e-05,-2.066063592431888e-09,3.6160755899743155e-05
excess_noise,0.0015,PS+GS-PS,PS+GS,PS,4.2110647400559616e-05,4.016666673066241e-05,4.4054628070456824e-05,2.1132086902991843e-08,4.208951531366051e-05
excess_noise,0.002,PS+GS-PS,PS+GS,PS,4.487766561917933e-05,4.426853532046853e-05,4.548679591789013e-05,-6.630145388264452e-10,4.48783286338017e-05
excess_noise,0.0025,PS+GS-PS,PS+GS,PS,4.821017257153962e-05,4.620513457264024e-05,5.0215210570439e-05,8.574064111754875e-09,4.8201598507414956e-05
excess_noise,0.003,PS+GS-PS,PS+GS,PS,5.068411456733979e-05,4.863387253328293e-05,5.273435660139665e-05,1.826371559821016e-09,5.068228819579829e-05
excess_noise,0.0035,PS+GS-PS,PS+GS,PS,5.461493573545931e-05,5.2656340988345536e-05,5.657353048257308e-05,9.08702789320648e-09,5.460584870754098e-05
excess_noise,0.004,PS+GS-PS,PS+GS,PS,5.695191582726009e-05,5.632884277324849e-05,5.757498888127169e-05,-1.0613401634912423e-08,5.696252922891831e-05
excess_noise,0.0045,PS+GS-PS,PS+GS,PS,5.940917069777937e-05,5.6635738991002996e-05,6.218260240455574e-05,1.1565251889084082e-08,5.939760544587808e-05
excess_noise,0.005,PS+GS-PS,PS+GS,PS,6.172643649847916e-05,6.047113887828122e-05,6.298173411867712e-05,1.3355090805744485e-08,6.171308140763832e-05
excess_noise,0.0055,PS+GS-PS,PS+GS,PS,6.302801648222084e-05,6.141992332684519e-05,6.46361096375965e-05,-3.969514674601049e-09,6.303198599689752e-05
excess_noise,0.006,PS+GS-PS,PS+GS,PS,6.420664620762143e-05,6.216083996884977e-05,6.62524524463931e-05,3.7634626745552955e-09,6.420288274494034e-05
excess_noise,0.0065,PS+GS-PS,PS+GS,PS,6.63404784800592e-05,6.47719997211163e-05,6.79089572390021e-05,2.9546033979144233e-09,6.633752387670277e-05
excess_noise,0.007,PS+GS-PS,PS+GS,PS,6.80537888166001e-05,6.507225036794697e-05,7.103532726525323e-05,3.151341200754997e-08,6.802227540458062e-05
excess_noise,0.0075,PS+GS-PS,PS+GS,PS,7.243396700656116e-05,7.016008055194549e-05,7.470785346117683e-05,2.4046025296625694e-08,7.240992098122012e-05
excess_noise,0.008,PS+GS-PS,PS+GS,PS,7.224192895863915e-05,6.991518574263617e-05,7.456867217464214e-05,1.6983339009429832e-08,7.222494561963944e-05
excess_noise,0.0085,PS+GS-PS,PS+GS,PS,7.394933813177907e-05,7.159707746659839e-05,7.630159879695974e-05,1.596295911496237e-08,7.3933375172619e-05
excess_noise,0.009,PS+GS-PS,PS+GS,PS,7.642390032843935e-05,7.296126434310818e-05,7.988653631377052e-05,2.3232410284595994e-08,7.64006679182e-05
excess_noise,0.0095,PS+GS-PS,PS+GS,PS,7.80236865389597e-05,7.357360098996613e-05,8.247377208795326e-05,-7.91329843222166e-09,7.803159983737762e-05
excess_noise,0.01,PS+GS-PS,PS+GS,PS,7.515460661687914e-05,7.267837677353332e-05,7.763083646022496e-05,8.208316560065487e-09,7.514639830036585e-05
excess_noise,0.0,PS+GS-GS,PS+GS,GS,0.010905274622797799,0.010318501438863719,0.01149204780673188,4.4101015425055815e-05,0.010861173607372798
excess_noise,0.0005,PS+GS-GS,PS+GS,GS,0.012725077971654961,0.011935534815868716,0.013514621127441206,-2.9159302596310916e-05,0.01275423727425128
excess_noise,0.001,PS+GS-GS,PS+GS,GS,0.01358541846648934,0.013309174542892564,0.013861662390086116,-9.241661751337172e-07,0.013586342632664523
excess_noise,0.0015,PS+GS-GS,PS+GS,GS,0.01444023110021982,0.013776478483417738,0.015103983717021902,2.3971357293593174e-05,0.014416259742926197
excess_noise,0.002,PS+GS-GS,PS+GS,GS,0.014465199612642598,0.014321733251220888,0.014608665974064308,3.340793947425341e-05,0.014431791673168406
excess_noise,0.0025,PS+GS-GS,PS+GS,GS,0.014774894857378821,0.01413533735986576,0.015414452354891882,5.08085470788594e-06,0.0147698140026709
excess_noise,0.003,PS+GS-GS,PS+GS,GS,0.01497754621595478,0.014447940912418142,0.015507151519491417,3.881006789515958e-05,0.01493873614805962
excess_noise,0.0035,PS+GS-GS,PS+GS,GS,0.015630307053699898,0.015028991381621483,0.016231622725778314,4.435147858222563e-05,0.015585955575117641
excess_noise,0.004,PS+GS-GS,PS+GS,GS,0.015829675610291822,0.015636061239811615,0.01602328998077203,1.1187289547244516e-05,0.015818488320744575
excess_noise,0.0045,PS+GS-GS,PS+GS,GS,0.01614072212567986,0.015346535401269911,0.016934908850089806,2.9823782544077937e-05,0.016110898343135775
excess_noise,0.005,PS+GS-GS,PS+GS,GS,0.016396850647975282,0.016118655375775306,0.01667504592017526,-3.1611456679861427e-06,0.016400011793643237
excess_noise,0.0055,PS+GS-GS,PS+GS,GS,0.016471031781079844,0.016021823128427436,0.01692024043373225,2.392005625344751e-05,0.01644711172482648
excess_noise,0.006,PS+GS-GS,PS+GS,GS,0.01646633738504982,0.016003963787009343,0.016928710983090296,-9.612121301586506e-06,0.01647594950635142
excess_noise,0.0065,PS+GS-GS,PS+GS,GS,0.016734976756075638,0.016303061103913614,0.017166892408237662,-3.9766219858364673e-05,0.01677474297593396
excess_noise,0.007,PS+GS-GS,PS+GS,GS,0.016937281349515557,0.016201299345787852,0.017673263353243263,-2.484378814877619e-05,0.01696212513766436
excess_noise,0.0075,PS+GS-GS,PS+GS,GS,0.017774928380570442,0.017134147053362577,0.018415709707778307,-3.6344577710822055e-05,0.01781127295828118
excess_noise,0.008,PS+GS-GS,PS+GS,GS,0.01761483876722674,0.01703023296766728,0.018199444566786203,4.2022968239421865e-05,0.01757281579898732
excess_noise,0.0085,PS+GS-GS,PS+GS,GS,0.01778627477148262,0.017290077603171666,0.01828247193979357,-3.6116250151828343e-06,0.01778988639649776
excess_noise,0.009,PS+GS-GS,PS+GS,GS,0.01819448361380492,0.017345001495235025,0.019043965732374817,-4.012693882134432e-06,0.018198496307687082
excess_noise,0.0095,PS+GS-GS,PS+GS,GS,0.01844314862015412,0.01743041578669247,0.019455881453615768,3.282625043703288e-05,0.018410322369717097
excess_noise,0.01,PS+GS-GS,PS+GS,GS,0.01764612558777982,0.017023558759824524,0.018268692415735116,5.5064225538626187e-05,0.0175910613622412
distance,20.0,PS-Uniform,PS,Uniform QAM,0.014756374327851799,0.01410088303766608,0.015411865618037517,4.3189828547116756e-05,0.014713184499304716
distance,24.0,PS-Uniform,PS,Uniform QAM,0.0075726501479581,0.007273097368469986,0.007872202927446214,-8.086988910624426e-06,0.007580737136868779
distance,28.0,PS-Uniform,PS,Uniform QAM,0.0038978867232794404,0.003686359360419586,0.004109414086139295,1.5690482210997322e-06,0.0038963176750582995
distance,32.0,PS-Uniform,PS,Uniform QAM,0.00214710367960264,0.002020645406027368,0.0022735619531779115,9.123700244872966e-07,0.00214619130957818
distance,36.0,PS-Uniform,PS,Uniform QAM,0.0011968534106692598,0.0010890398846925841,0.0013046669366459354,8.598914039471394e-07,0.0011959935192653
distance,40.0,PS-Uniform,PS,Uniform QAM,0.0006348908712405808,0.000533339168434989,0.0007364425740461726,-8.756307538690822e-07,0.0006357665019944399
distance,44.0,PS-Uniform,PS,Uniform QAM,0.0003281626754172964,0.0002846706407248605,0.00037165471010973237,1.3443878920250234e-06,0.00032681828752530005
distance,48.0,PS-Uniform,PS,Uniform QAM,0.00020350254790917123,0.00017978665233283123,0.00022721844348551123,-2.686602351629748e-07,0.00020377120814438
distance,52.0,PS-Uniform,PS,Uniform QAM,0.00010695333391304109,9.259367185958684e-05,0.00012131299596649533,-1.670896204500051e-07,0.00010712042353354002
distance,56.0,PS-Uniform,PS,Uniform QAM,5.946477279822041e-05,5.297555200674022e-05,6.59539935897006e-05,3.3699023199859016e-09,5.9461402895840014e-05
distance,60.0,PS-Uniform,PS,Uniform QAM,3.575272447087611e-05,3.3573442366201706e-05,3.793200657555052e-05,2.455377850799859e-08,3.57281706922929e-05
distance,64.0,PS-Uniform,PS,Uniform QAM,1.880339723156526e-05,1.5137917236317089e-05,2.2468877226813432e-05,1.124486698551298e-08,1.8792152364579746e-05
distance,68.0,PS-Uniform,PS,Uniform QAM,1.1943803995474769e-05,1.0500587954767244e-05,1.3387020036182294e-05,-2.63518402373072e-09,1.19464391794985e-05
distance,72.0,PS-Uniform,PS,Uniform QAM,7.671415706329462e-06,6.230228806414682e-06,9.112602606244242e-06,6.113268231557558e-10,7.670804379506304e-06
distance,76.0,PS-Uniform,PS,Uniform QAM,4.0607157959051535e-06,3.731828886518546e-06,4.389602705291761e-06,1.1055882671827066e-08,4.0496599132333255e-06
distance,80.0,PS-Uniform,PS,Uniform QAM,2.724176595791418e-06,2.310453519041377e-06,3.137899672541459e-06,-6.4965733377955744e-09,2.7306731691292135e-06
distance,84.0,PS-Uniform,PS,Uniform QAM,1.5486316783369648e-06,1.2347473011799483e-06,1.8625160554939812e-06,-8.657868773646298e-10,1.5494974652143292e-06
distance,88.0,PS-Uniform,PS,Uniform QAM,8.375883524600058e-07,6.8902297951646e-07,9.861537254035516e-07,1.7650284981491598e-09,8.35823323961857e-07
distance,92.0,PS-Uniform,PS,Uniform QAM,4.873578089231722e-07,4.21131895446034e-07,5.535837224003104e-07,2.582557892018278e-09,4.84775251031154e-07
distance,96.0,PS-Uniform,PS,Uniform QAM,3.195895273015032e-07,2.62450020716135e-07,3.7672903388687134e-07,7.881390037475989e-10,3.1880138829775556e-07
distance,100.0,PS-Uniform,PS,Uniform QAM,2.3346114778909082e-07,1.987703698682522e-07,2.681519257099294e-07,2.566721462454735e-10,2.332044756428453e-07
distance,20.0,GS-Uniform,GS,Uniform QAM,0.0010761974869683603,0.0010273541996156284,0.0011250407743210922,2.0244118519308073e-07,0.001075995045783179
distance,24.0,GS-Uniform,GS,Uniform QAM,0.0005618731140676397,0.0005412721670577144,0.000582474061077565,2.5738829236426898e-08,0.0005618473752383987
distance,28.0,GS-Uniform,GS,Uniform QAM,0.0002920559330664999,0.00027746331032741625,0.0003066485558055836,1.9371735035522696e-10,0.0002920557393491792
distance,32.0,GS-Uniform,GS,Uniform QAM,0.00016223164073570002,0.00015316747803256658,0.00017129580343883347,-9.33198052738976e-10,0.0001622325739337401
distance,36.0,GS-Uniform,GS,Uniform QAM,9.109891586298e-05,8.224291212257613e-05,9.995491960338388e-05,-2.281021439787256e-10,9.109914396512007e-05
distance,40.0,GS-Uniform,GS,Uniform QAM,4.873850222572078e-05,4.125303782828545e-05,5.622396662315611e-05,-2.971326395866114e-11,4.8738531938940026e-05
distance,44.0,GS-Uniform,GS,Uniform QAM,2.5196475710670614e-05,2.188087301238029e-05,2.8512078408960938e-05,-4.243098986316668e-12,2.5196479953700034e-05
distance,48.0,GS-Uniform,GS,Uniform QAM,1.5782418578035127e-05,1.391592520628973e-05,1.7648911949780524e-05,-2.6479159782790554e-12,1.578242122593999e-05
distance,52.0,GS-Uniform,GS,Uniform QAM,8.333831962857553e-06,7.2064077309040646e-06,9.461256194811042e-06,-1.4044401002409613e-11,8.33384600726e-06
distance,56.0,GS-Uniform,GS,Uniform QAM,4.643632281499769e-06,4.14601890714276e-06,5.141245655856779e-06,-1.3799700133141669e-12,4.643633661440005e-06
distance,60.0,GS-Uniform,GS,Uniform QAM,2.7992482615148485e-06,2.6360699312646655e-06,2.9624265917650315e-06,-2.1511799340543507e-13,2.799248476640005e-06
distance,64.0,GS-Uniform,GS,Uniform QAM,1.4774144571961039e-06,1.1812218758096318e-06,1.7736070385825759e-06,4.575333501958624e-13,1.4774139996627536e-06
distance,68.0,GS-Uniform,GS,Uniform QAM,9.415613741346057e-07,8.21723469857378e-07,1.0613992784118334e-06,3.134867494444023e-14,9.415613427859307e-07
distance,72.0,GS-Uniform,GS,Uniform QAM,6.059681288169553e-07,4.911287532564545e-07,7.208075043774562e-07,-4.782103179225738e-13,6.059686070272741e-07
distance,76.0,GS-Uniform,GS,Uniform QAM,3.2079395915832196e-07,2.9463212033300274e-07,3.469557979836412e-07,-2.878704219444472e-14,3.2079398794536316e-07
distance,80.0,GS-Uniform,GS,Uniform QAM,2.1670703267629574e-07,1.838878702197849e-07,2.4952619513280656e-07,-4.781773588202753e-13,2.1670751085365453e-07
distance,84.0,GS-Uniform,GS,Uniform QAM,1.2322983322914788e-07,9.82572328068578e-08,1.4820243365143795e-07,1.201712339943492e-13,1.2322971305791388e-07
distance,88.0,GS-Uniform,GS,Uniform QAM,6.660476737089385e-08,5.460058855278257e-08,7.860894618900512e-08,-2.933812886665458e-14,6.660479670902311e-08
distance,92.0,GS-Uniform,GS,Uniform QAM,3.870159460926671e-08,3.3369893082133664e-08,4.4033296136399757e-08,4.528998707868894e-14,3.870154931927979e-08
distance,96.0,GS-Uniform,GS,Uniform QAM,2.5492177807354137e-08,2.0915782891709637e-08,3.0068572722998636e-08,2.0000633074035643e-14,2.549215780672104e-08
distance,100.0,GS-Uniform,GS,Uniform QAM,1.866896817505348e-08,1.5893912273242845e-08,2.1444024076864115e-08,1.6934058322259915e-14,1.8668951240995158e-08
distance,20.0,PS+GS-Uniform,PS+GS,Uniform QAM,0.014792779310243458,0.014135618748422675,0.015449939872064241,4.318867869407814e-05,0.014749590631549398
distance,24.0,PS+GS-Uniform,PS+GS,Uniform QAM,0.007590931278872238,0.007290675183635451,0.007891187374109024,-8.088560298556562e-06,0.007599019839170817
distance,28.0,PS+GS-Uniform,PS+GS,Uniform QAM,0.00390707183409958,0.0036950773019117067,0.004119066366287453,1.5669907967142195e-06,0.003905504843302839
distance,32.0,PS+GS-Uniform,PS+GS,Uniform QAM,0.0021520775434754396,0.002025329855468573,0.0022788252314823064,9.129328944524653e-07,0.0021511646105809796
distance,36.0,PS+GS-Uniform,PS+GS,Uniform QAM,0.00119958028445476,0.0010914951714783069,0.0013076653974312133,8.598133474440293e-07,0.00119872047110732
distance,40.0,PS+GS-Uniform,PS+GS,Uniform QAM,0.0006363203356393808,0.0005345453408426763,0.0007380953304360852,-8.757023203330351e-07,0.0006371960379597199
distance,44.0,PS+GS-Uniform,PS+GS,Uniform QAM,0.00032888849907895644,0.00028529913570487207,0.0003724778624530408,1.344503838214019e-06,0.0003275439952407601
distance,48.0,PS+GS-Uniform,PS+GS,Uniform QAM,0.0002039503949308312,0.00018018086744100967,0.00022771992242065272,-2.6863092616200205e-07,0.00020421902585706
distance,52.0,PS+GS-Uniform,PS+GS,Uniform QAM,0.00010718635300744665,9.279476854171996e-05,0.00012157793747317334,-1.670890426600023e-07,0.00010735344205016
distance,56.0,PS+GS-Uniform,PS+GS,Uniform QAM,5.959298954394045e-05,5.308983614582643e-05,6.609614294205446e-05,3.3743873839971657e-09,5.958961515654001e-05
distance,60.0,PS+GS-Uniform,PS+GS,Uniform QAM,3.582919116816456e-05,3.364539731735519e-05,3.8012985018973933e-05,2.4566037479006775e-08,3.580462513061779e-05
distance,64.0,PS+GS-Uniform,PS+GS,Uniform QAM,1.8843281393264195e-05,1.5169746524711743e-05,2.2516816261816645e-05,1.1242928933986872e-08,1.883203846433021e-05
distance,68.0,PS+GS-Uniform,PS+GS,Uniform QAM,1.1969009016888634e-05,1.0522545381452714e-05,1.3415472652324554e-05,-2.6350354794301484e-09,1.1971644052368064e-05
distance,72.0,PS+GS-Uniform,PS+GS,Uniform QAM,7.687509992345619e-06,6.243273917791878e-06,9.131746066899359e-06,6.112857665191429e-10,7.686898706579098e-06
distance,76.0,PS+GS-Uniform,PS+GS,Uniform QAM,4.069155382396481e-06,3.7395883978926985e-06,4.398722366900264e-06,1.1055725693785066e-08,4.058099656702694e-06
distance,80.0,PS+GS-Uniform,PS+GS,Uniform QAM,2.7298418507885543e-06,2.315253172583372e-06,3.1444305289937366e-06,-6.4966234774796465e-09,2.736338474266034e-06
distance,84.0,PS+GS-Uniform,PS+GS,Uniform QAM,1.5518297933698329e-06,1.2372930004858602e-06,1.8663665862538055e-06,-8.655926620609072e-10,1.5526953860318937e-06
distance,88.0,PS+GS-Uniform,PS+GS,Uniform QAM,8.393047820873246e-07,6.904269611264375e-07,9.881826030482117e-07,1.7650032892170359e-09,8.375397787981076e-07
distance,92.0,PS+GS-Uniform,PS+GS,Uniform QAM,4.883487906414199e-07,4.219867111796098e-07,5.547108701032301e-07,2.5825721398572974e-09,4.857662185015627e-07
distance,96.0,PS+GS-Uniform,PS+GS,Uniform QAM,3.202385859804938e-07,2.629818320684313e-07,3.7749533989255633e-07,7.881502931198138e-10,3.1945043568737397e-07
distance,100.0,PS+GS-Uniform,PS+GS,Uniform QAM,2.3393452198282317e-07,1.9917272877826425e-07,2.686963151873821e-07,2.5664041787554217e-10,2.3367788156494763e-07
distance,20.0,PS+GS-PS,PS+GS,PS,3.640498239166068e-05,3.470103189132857e-05,3.810893289199279e-05,-1.1498530386178095e-09,3.640613224468181e-05
distance,24.0,PS+GS-PS,PS+GS,PS,1.82811309141398e-05,1.7576573690113768e-05,1.898568813816583e-05,-1.5713879321366253e-09,1.828270230203946e-05
distance,28.0,PS+GS-PS,PS+GS,PS,9.18511082014014e-06,8.716555620778271e-06,9.653666019502008e-06,-2.057424385512596e-09,9.187168244539911e-06
distance,32.0,PS+GS-PS,PS+GS,PS,4.973863872800074e-06,4.683738955526974e-06,5.263988790073174e-06,5.628699651684388e-10,4.9733010027998984e-06
distance,36.0,PS+GS-PS,PS+GS,PS,2.7268737854999754e-06,2.4549019598708083e-06,2.9988456111291424e-06,-7.805650311006051e-11,2.7269518420199903e-06
distance,40.0,PS+GS-PS,PS+GS,PS,1.4294643987999844e-06,1.2058308939075794e-06,1.6530979036923893e-06,-7.156646395292676e-11,1.4295359652800703e-06
distance,44.0,PS+GS-PS,PS+GS,PS,7.258236616600016e-07,6.28427577760898e-07,8.232197455591051e-07,1.1594618899539443e-10,7.257077154600514e-07
distance,48.0,PS+GS-PS,PS+GS,PS,4.4784702166000116e-07,3.942145404178986e-07,5.014795029021037e-07,2.930900097272704e-11,4.4781771268000235e-07
distance,52.0,PS+GS-PS,PS+GS,PS,2.3301909440554752e-07,2.0105489163710258e-07,2.6498329717399246e-07,5.777900028000258e-13,2.3301851662000132e-07
distance,56.0,PS+GS-PS,PS+GS,PS,1.282167457200537e-07,1.1424172728119221e-07,1.4219176415891518e-07,4.485064011264423e-12,1.28212260699993e-07
distance,60.0,PS+GS-PS,PS+GS,PS,7.646669728845435e-08,7.193672951935685e-08,8.099666505755185e-08,1.2258971008184248e-11,7.645443832488962e-08
distance,64.0,PS+GS-PS,PS+GS,PS,3.988416169893621e-08,3.182517594641486e-08,4.7943147451457555e-08,-1.938051526106563e-12,3.9886099750460755e-08
distance,68.0,PS+GS-PS,PS+GS,PS,2.520502141386539e-08,2.1956260244141324e-08,2.8453782583589456e-08,1.4854430057146487e-13,2.520487286956089e-08
distance,72.0,PS+GS-PS,PS+GS,PS,1.6094286016156525e-08,1.3043777305915912e-08,1.914479472639714e-08,-4.105663661287508e-14,1.609432707279334e-08
distance,76.0,PS+GS-PS,PS+GS,PS,8.439586491326734e-09,7.756147342672247e-09,9.12302563998122e-09,-1.5697804199845342e-13,8.439743469368378e-09
distance,80.0,PS+GS-PS,PS+GS,PS,5.6652549971366324e-09,4.799565655383771e-09,6.530944338889494e-09,-5.01396840713042e-14,5.665305136820508e-09
distance,84.0,PS+GS-PS,PS+GS,PS,3.1981150328680007e-09,2.545326732208864e-09,3.850903333527138e-09,1.9421530372260961e-13,3.197920817564566e-09
distance,88.0,PS+GS-PS,PS+GS,PS,1.716429627318612e-09,1.4038230910403047e-09,2.0290361635969193e-09,-2.5208932123721856e-14,1.7164548362507824e-09
distance,92.0,PS+GS-PS,PS+GS,PS,9.909817182476981e-10,8.546170753296755e-10,1.1273463611657208e-09,1.424783901970983e-14,9.909674704086657e-10
distance,96.0,PS+GS-PS,PS+GS,PS,6.49058678990646e-10,5.317837541212681e-10,7.663336038600239e-10,1.1289372214839942e-14,6.490473896184068e-10
distance,100.0,PS+GS-PS,PS+GS,PS,4.733741937323782e-10,4.023124297629076e-10,5.444359577018489e-10,-3.172836993137196e-14,4.73405922102353e-10
distance,20.0,PS+GS-GS,PS+GS,GS,0.013716581823275101,0.013106939700081244,0.014326223946468958,4.2986237508885055e-05,0.013673595585766219
distance,24.0,PS+GS-GS,PS+GS,GS,0.0070290581648046,0.006749375948250234,0.007308740381358966,-8.114299127792989e-06,0.007037172463932419
distance,28.0,PS+GS-GS,PS+GS,GS,0.00361501590103308,0.003417545480803571,0.0038124863212625885,1.5667970793638643e-06,0.0036134491039536603
distance,32.0,PS+GS-GS,PS+GS,GS,0.0019898459027397402,0.00187214724687473,0.0021075445586047504,9.138660925052041e-07,0.0019889320366472396
distance,36.0,PS+GS-GS,PS+GS,GS,0.00110848136859178,0.0010092391709558516,0.0012077235662277086,8.600414495880081e-07,0.0011076213271421999
distance,40.0,PS+GS-GS,PS+GS,GS,0.00058758183341366,0.0004932814640743716,0.0006818822027529484,-8.756726070690765e-07,0.00058845750602078
distance,44.0,PS+GS-GS,PS+GS,GS,0.0003036920233682858,0.00026341584422579303,0.0003439682025107786,1.3445080813130051e-06,0.00030234751528706
distance,48.0,PS+GS-GS,PS+GS,GS,0.00018816797635279605,0.00016626480955485152,0.00021007114315074057,-2.686282782460238e-07,0.00018843660463112002
distance,52.0,PS+GS-GS,PS+GS,GS,9.88525210445891e-05,8.558722838739329e-05,0.00011211781370178492,-1.670749982589999e-07,9.90195960429e-05
distance,56.0,PS+GS-GS,PS+GS,GS,5.494935726244067e-05,4.894196402958947e-05,6.095675049529187e-05,3.37576735401048e-09,5.49459814951e-05
distance,60.0,PS+GS-GS,PS+GS,GS,3.302994290664971e-05,3.100859962816426e-05,3.505128618513516e-05,2.456625259700018e-08,3.300537665397779e-05
distance,64.0,PS+GS-GS,PS+GS,GS,1.736586693606809e-05,1.3988375412354543e-05,2.0743358459781637e-05,1.1242471400636676e-08,1.7354624464667456e-05
distance,68.0,PS+GS-GS,PS+GS,GS,1.1027447642754026e-05,9.700759693719616e-06,1.2354135591788435e-05,-2.635066828105093e-09,1.1030082709582133e-05
distance,72.0,PS+GS-GS,PS+GS,GS,7.081541863528663e-06,5.7520730277091614e-06,8.411010699348164e-06,6.117639768370655e-10,7.0809300995518245e-06
distance,76.0,PS+GS-GS,PS+GS,GS,3.7483614232381585e-06,3.444821919863108e-06,4.051900926613209e-06,1.1055754480827261e-08,3.7373056687573305e-06
distance,80.0,PS+GS-GS,PS+GS,GS,2.5131348181122586e-06,2.1313620544712928e-06,2.8949075817532244e-06,-6.496145300120825e-09,2.5196309634123794e-06
distance,84.0,PS+GS-GS,PS+GS,GS,1.428599960140685e-06,1.1390141225290282e-06,1.7181857977523418e-06,-8.657128332949015e-10,1.42946567297398e-06
distance,88.0,PS+GS-GS,PS+GS,GS,7.727000147164306e-07,6.358189972368919e-07,9.095810321959693e-07,1.7650326273459027e-09,7.709349820890845e-07
distance,92.0,PS+GS-GS,PS+GS,GS,4.4964719603215326e-07,3.88608450793593e-07,5.106859412707135e-07,2.5825268498702187e-09,4.470646691822829e-07
distance,96.0,PS+GS-GS,PS+GS,GS,2.947464081731397e-07,2.420646481910801e-07,3.4742816815519926e-07,7.881302924867397e-10,2.939582778806529e-07
distance,100.0,PS+GS-GS,PS+GS,GS,2.1526555380776967e-07,1.8327622975064437e-07,2.4725487786489497e-07,2.5662348381721987e-10,2.1500893032395246e-07
