sweep,parameter_value,comparison,first,second,mean_delta_K_raw,ci95_low_delta_K_raw,ci95_high_delta_K_raw,mean_beta_delta_I_AB,mean_negative_delta_chi_BE
aperture,0.15,GS-Uniform,GS,Uniform QAM,0.00073830321051608,0.0007091764693862782,0.0007674299516458818,8.747751651994039e-08,0.0007382157329995614
aperture,0.16,GS-Uniform,GS,Uniform QAM,0.0007725634224859801,0.0007291235592290833,0.0008160032857428769,1.168567284900307e-07,0.0007724465657574814
aperture,0.1699999999999999,GS-Uniform,GS,Uniform QAM,0.0008760691072180995,0.0008554476524819035,0.0008966905619542954,1.3353404812427305e-07,0.0008759355731699586
aperture,0.18,GS-Uniform,GS,Uniform QAM,0.0009378527531735403,0.0008955131406173693,0.0009801923657297112,1.3859793004306066e-07,0.0009377141552435186
aperture,0.19,GS-Uniform,GS,Uniform QAM,0.00101840179040768,0.0009756970109881929,0.001061106569827167,1.8503498203412127e-07,0.001018216755425619
aperture,0.1999999999999999,GS-Uniform,GS,Uniform QAM,0.00108298613181772,0.001028081446463261,0.0011378908171721788,2.2842542934192743e-07,0.001082757706388382
aperture,0.21,GS-Uniform,GS,Uniform QAM,0.0011594726810300801,0.001115846301634623,0.0012030990604255372,2.584770660706004e-07,0.0011592142039639542
aperture,0.2199999999999999,GS-Uniform,GS,Uniform QAM,0.0011964247057906004,0.0011615861777384312,0.0012312632338427696,2.718305268666065e-07,0.0011961528752637202
aperture,0.2299999999999999,GS-Uniform,GS,Uniform QAM,0.0012371505803873604,0.001208442997463562,0.0012658581633111588,3.264815664795473e-07,0.0012368240988209268
aperture,0.24,GS-Uniform,GS,Uniform QAM,0.0013302418056516004,0.001293502291772125,0.0013669813195310756,3.911699722207451e-07,0.001329850635679361
aperture,0.2499999999999999,GS-Uniform,GS,Uniform QAM,0.0013689034220292606,0.00133207912624106,0.0014057277178174611,3.781944053916908e-07,0.0013685252276238208
aperture,0.26,GS-Uniform,GS,Uniform QAM,0.0014274631494552597,0.001396270238289036,0.0014586560606214833,4.708771275853396e-07,0.0014269922723276567
aperture,0.27,GS-Uniform,GS,Uniform QAM,0.0014524264978123807,0.0014290835632719677,0.0014757694323527936,5.305834600261016e-07,0.0014518959143523802
aperture,0.2799999999999999,GS-Uniform,GS,Uniform QAM,0.0015193706784849194,0.0014765819529490368,0.001562159404020802,5.41893220327716e-07,0.0015188287852645783
aperture,0.29,GS-Uniform,GS,Uniform QAM,0.0015475620709486202,0.0015142972435457486,0.0015808268983514917,5.3509885309444e-07,0.0015470269720955026
aperture,0.3,GS-Uniform,GS,Uniform QAM,0.0015655159029781007,0.0015338225252912693,0.001597209280664932,5.729379270563717e-07,0.0015649429650510193
aperture,0.1,PS+GS-Uniform,PS+GS,Uniform QAM,0.0050455696655543805,0.004651572615445141,0.00543956671566362,-5.060224008086693e-06,0.005050629889562459
aperture,0.11,PS+GS-Uniform,PS+GS,Uniform QAM,0.00615910599047066,0.005936997301614612,0.006381214679326708,-3.393221564695771e-05,0.0061930382061176
aperture,0.12,PS+GS-Uniform,PS+GS,Uniform QAM,0.007045914741980981,0.006534683694457852,0.007557145789504111,-1.581278324150559e-05,0.00706172752522248
aperture,0.13,PS+GS-Uniform,PS+GS,Uniform QAM,0.00819122225221596,0.007945179513013764,0.008437264991418156,-3.218302787415563e-05,0.008223405280090102
aperture,0.14,PS+GS-Uniform,PS+GS,Uniform QAM,0.008980778705177139,0.00861388307909202,0.009347674331262257,1.984592182452116e-06,0.00897879411299468
aperture,0.15,PS+GS-Uniform,PS+GS,Uniform QAM,0.01004833484957316,0.009620049543219501,0.01047662015592682,1.3716341507112594e-06,0.010046963215422441
aperture,0.16,PS+GS-Uniform,PS+GS,Uniform QAM,0.01048849993157212,0.009880334086893271,0.011096665776250968,-3.582815403010857e-05,0.010524328085602181
aperture,0.1699999999999999,PS+GS-Uniform,PS+GS,Uniform QAM,0.011964964320299401,0.01162714857749274,0.012302780063106063,4.483572552019672e-06,0.011960480747747361
aperture,0.18,PS+GS-Uniform,PS+GS,Uniform QAM,0.01285183786672398,0.012271999692526023,0.013431676040921938,3.170749292830482e-05,0.01282013037379572
aperture,0.19,PS+GS-Uniform,PS+GS,Uniform QAM,0.01398954796339302,0.01338800135540325,0.014591094571382789,4.878541128326197e-05,0.013940762552109718
aperture,0.1999999999999999,PS+GS-Uniform,PS+GS,Uniform QAM,0.014867431764378441,0.014138068271022874,0.015596795257734008,2.6834252418217602e-05,0.014840597511960246
aperture,0.21,PS+GS-Uniform,PS+GS,Uniform QAM,0.015899204345595642,0.015223799101971856,0.016574609589219427,-1.1037278769253227e-05,0.015910241624364854
aperture,0.2199999999999999,PS+GS-Uniform,PS+GS,Uniform QAM,0.01645369667931862,0.015971950261236895,0.016935443097400343,2.3582193940188123e-05,0.016430114485378462
aperture,0.2299999999999999,PS+GS-Uniform,PS+GS,Uniform QAM,0.01706025309560984,0.016626815990733894,0.017493690200485787,6.435409137105773e-05,0.016995899004238806
aperture,0.24,PS+GS-Uniform,PS+GS,Uniform QAM,0.018237178000117822,0.017768411448228355,0.01870594455200729,-6.428513163020524e-05,0.018301463131748
aperture,0.2499999999999999,PS+GS-Uniform,PS+GS,Uniform QAM,0.01891298338843324,0.018356418558957484,0.019469548217909,7.249351208845762e-05,0.018840489876344756
aperture,0.26,PS+GS-Uniform,PS+GS,Uniform QAM,0.019710615635172797,0.019382881859815685,0.02003834941052991,4.5304641932397557e-05,0.019665310993240398
aperture,0.27,PS+GS-Uniform,PS+GS,Uniform QAM,0.020065481024887623,0.019781144764079803,0.020349817285695442,5.290052226287839e-05,0.020012580502624774
aperture,0.2799999999999999,PS+GS-Uniform,PS+GS,Uniform QAM,0.02096334522978622,0.020325447729594874,0.021601242729977564,7.151077704239673e-06,0.02095619415208194
aperture,0.29,PS+GS-Uniform,PS+GS,Uniform QAM,0.021325876793747582,0.02084886376420707,0.021802889823288093,-2.3749242057055087e-05,0.02134962603580464
aperture,0.3,PS+GS-Uniform,PS+GS,Uniform QAM,0.02156558273270778,0.021221134866437067,0.021910030598978492,-3.678348664430647e-05,0.021602366219352066
aperture,0.1,PS+GS-PS,PS+GS,PS,1.2019037095200094e-05,1.1123108031272777e-05,1.291496615912741e-05,-1.0823490601344353e-09,1.2020119444238614e-05
aperture,0.11,PS+GS-PS,PS+GS,PS,1.4836280078600259e-05,1.4361409961302328e-05,1.531115019589819e-05,2.1380071874022023e-09,1.4834142071419588e-05
aperture,0.12,PS+GS-PS,PS+GS,PS,1.69963124712999e-05,1.5760204882913242e-05,1.823242005968656e-05,3.1914487921835822e-09,1.699312102247802e-05
aperture,0.13,PS+GS-PS,PS+GS,PS,1.9889758606219528e-05,1.9380625968611588e-05,2.0398891243827467e-05,7.644482382246354e-09,1.9882114123859208e-05
aperture,0.14,PS+GS-PS,PS+GS,PS,2.1760061590520365e-05,2.107106316213105e-05,2.244906001890968e-05,-2.9364220307387387e-09,2.176299801260051e-05
aperture,0.15,PS+GS-PS,PS+GS,PS,2.4468246549320256e-05,2.344715349850769e-05,2.548933960013282e-05,3.2989179426373694e-09,2.4464947631322453e-05
aperture,0.16,PS+GS-PS,PS+GS,PS,2.5701197546879744e-05,2.4182576524029424e-05,2.7219818569730063e-05,2.0469056933730688e-08,2.5680728489899106e-05
aperture,0.1699999999999999,PS+GS-PS,PS+GS,PS,2.9313841560679733e-05,2.8605652108712804e-05,3.0022031012646662e-05,7.34886991371475e-09,2.930649269071994e-05
aperture,0.18,PS+GS-PS,PS+GS,PS,3.1478502271019974e-05,2.9973198412160497e-05,3.2983806129879455e-05,-8.879086268731573e-09,3.148738135734103e-05
aperture,0.19,PS+GS-PS,PS+GS,PS,3.432624147128027e-05,3.278908823407733e-05,3.586339470848321e-05,-5.990470808431292e-09,3.433223194207885e-05
aperture,0.1999999999999999,PS+GS-PS,PS+GS,PS,3.662227978064036e-05,3.46918811782993e-05,3.855267838298143e-05,-7.022696991987321e-10,3.662298205034109e-05
aperture,0.21,PS+GS-PS,PS+GS,PS,3.936710614795974e-05,3.784832645535626e-05,4.088588584056323e-05,4.5425444317181985e-09,3.9362563603478896e-05
aperture,0.2199999999999999,PS+GS-PS,PS+GS,PS,4.069436909992022e-05,3.943199576079216e-05,4.195674243904827e-05,-1.3610325325652539e-08,4.070797942528071e-05
aperture,0.2299999999999999,PS+GS-PS,PS+GS,PS,4.2158814022800337e-05,4.1111613951859383e-05,4.320601409374129e-05,1.6228800582135382e-08,4.214258522224068e-05
aperture,0.24,PS+GS-PS,PS+GS,PS,4.550586744674068e-05,4.422764825805581e-05,4.678408663542554e-05,9.767063825771859e-10,4.550489074036379e-05
aperture,0.2499999999999999,PS+GS-PS,PS+GS,PS,4.687352946984025e-05,4.5516426464931216e-05,4.823063247474928e-05,-2.699977960929356e-09,4.687622944783698e-05
aperture,0.26,PS+GS-PS,PS+GS,PS,4.902948368377957e-05,4.791868994303989e-05,5.0140277424519254e-05,9.910968708504165e-09,4.9019572715058855e-05
aperture,0.27,PS+GS-PS,PS+GS,PS,4.99093356912228e-05,4.904657529897914e-05,5.0772096083466454e-05,5.488833749178745e-09,4.990384685747695e-05
aperture,0.2799999999999999,PS+GS-PS,PS+GS,PS,5.237798261786136e-05,5.0870103150865785e-05,5.388586208485694e-05,2.4970576562033386e-08,5.235301204124243e-05
aperture,0.29,PS+GS-PS,PS+GS,PS,5.338406911932076e-05,5.218961296022951e-05,5.4578525278412006e-05,2.8202065412707977e-08,5.335586705387807e-05
aperture,0.3,PS+GS-PS,PS+GS,PS,5.4029591149701293e-05,5.288599493142613e-05,5.5173187367976456e-05,1.703842041150816e-08,5.401255272928229e-05
aperture,0.1,PS+GS-GS,PS+GS,GS,0.00467006901077234,0.004302978933553587,0.005037159087991094,-5.064070188043543e-06,0.00467513308096034
aperture,0.11,PS+GS-GS,PS+GS,GS,0.00570015496193628,0.005492392675581501,0.005907917248291058,-3.3952042632521065e-05,0.005734107004568779
aperture,0.12,PS+GS-GS,PS+GS,GS,0.006523823570977019,0.006049712351836577,0.006997934790117461,-1.583304045058527e-05,0.00653965661142758
aperture,0.13,PS+GS-GS,PS+GS,GS,0.0075847040020270194,0.007352817865890173,0.007816590138163866,-3.222493854051128e-05,0.00761692894056754
aperture,0.14,PS+GS-GS,PS+GS,GS,0.00831940236615688,0.007972662552241523,0.008666142180072235,1.933848483109748e-06,0.00831746851767382
aperture,0.15,PS+GS-GS,PS+GS,GS,0.009310031639057081,0.008910409350881271,0.009709653927232892,1.284156634191319e-06,0.00930874748242288
aperture,0.16,PS+GS-GS,PS+GS,GS,0.00971593650908614,0.009150938449839708,0.01028093456833257,-3.59450107585986e-05,0.0097518815198447
aperture,0.1699999999999999,PS+GS-GS,PS+GS,GS,0.0110888952130813,0.01077127779363926,0.011406512632523342,4.350038503895398e-06,0.011084545174577402
aperture,0.18,PS+GS-GS,PS+GS,GS,0.01191398511355044,0.011376155588095212,0.012451814639005668,3.156889499826177e-05,0.011882416218552202
aperture,0.19,PS+GS-GS,PS+GS,GS,0.01297114617298534,0.012411506678705352,0.01353078566726533,4.8600376301227844e-05,0.012922545796684098
aperture,0.1999999999999999,PS+GS-GS,PS+GS,GS,0.013784445632560722,0.013109477291427174,0.01445941397369427,2.6605826988875675e-05,0.013757839805571864
aperture,0.21,PS+GS-GS,PS+GS,GS,0.014739731664565558,0.01410712303147996,0.015372340297651155,-1.1295755835323828e-05,0.0147510274204009
aperture,0.2199999999999999,PS+GS-GS,PS+GS,GS,0.01525727197352802,0.014809951358839798,0.01570459258821624,2.3310363413321516e-05,0.01523396161011474
aperture,0.2299999999999999,PS+GS-GS,PS+GS,GS,0.01582310251522248,0.01541728755146272,0.016228917478982245,6.402760980457819e-05,0.015759074905417877
aperture,0.24,PS+GS-GS,PS+GS,GS,0.016906936194466222,0.016473994558443925,0.01733987783048852,-6.467630160242599e-05,0.016971612496068638
aperture,0.2499999999999999,PS+GS-GS,PS+GS,GS,0.017544079966403982,0.017022669620022957,0.018065490312785006,7.211531768306591e-05,0.017471964648720938
aperture,0.26,PS+GS-GS,PS+GS,GS,0.01828315248571754,0.01798415935608196,0.01858214561535312,4.483376480481221e-05,0.018238318720912743
aperture,0.27,PS+GS-GS,PS+GS,GS,0.01861305452707524,0.018350671945588166,0.018875437108562317,5.2369938802852283e-05,0.018560684588272394
aperture,0.2799999999999999,PS+GS-GS,PS+GS,GS,0.019443974551301303,0.018847179465929606,0.020040769636673,6.609184483911956e-06,0.019437365366817363
aperture,0.29,PS+GS-GS,PS+GS,GS,0.01977831472279896,0.01933411263475534,0.020222516810842583,-2.4284340910149526e-05,0.019802599063709136
aperture,0.3,PS+GS-GS,PS+GS,GS,0.020000066829729678,0.019686480760059834,0.02031365289939952,-3.735642457136285e-05,0.020037423254301044
visibility,5.0,PS-Uniform,PS,Uniform QAM,0.000650912886901876,0.0006050344118282137,0.0006967913619755382,2.3376181477094068e-07,0.0006506791250872
visibility,6.75,PS-Uniform,PS,Uniform QAM,0.006152141808057901,0.005855196437283327,0.006449087178832475,4.085535864048334e-06,0.00614805627219382
visibility,8.5,PS-Uniform,PS,Uniform QAM,0.01047912028737504,0.010072504510512859,0.010885736064237221,2.597645440375884e-05,0.010453143832971301
visibility,10.25,PS-Uniform,PS,Uniform QAM,0.015515299986273278,0.015174378208158134,0.01585622176438842,3.322959929609931e-05,0.0154820703869772
visibility,12.0,PS-Uniform,PS,Uniform QAM,0.01952209681233938,0.018494803949073473,0.020549389675605285,-5.147423232518266e-07,0.0195226115546626
visibility,13.75,PS-Uniform,PS,Uniform QAM,0.024795446131298398,0.023093014919552683,0.026497877343044113,1.857624284970882e-05,0.024776869888448683
visibility,15.5,PS-Uniform,PS,Uniform QAM,0.02772024470240938,0.025782921606500864,0.029657567798317894,-2.067571319387118e-05,0.02774092041560324
visibility,17.25,PS-Uniform,PS,Uniform QAM,0.031757065311649395,0.030271264430132797,0.03324286619316599,0.00010743732767620057,0.031649627983973284
visibility,19.0,PS-Uniform,PS,Uniform QAM,0.035738776840404315,0.03460810692529817,0.03686944675551046,0.00019330509743607338,0.035545471742968196
visibility,20.75,PS-Uniform,PS,Uniform QAM,0.0388595780461994,0.03741198742753146,0.04030716866486733,1.7648717914040825e-05,0.03884192932828532
visibility,22.5,PS-Uniform,PS,Uniform QAM,0.041138838952771574,0.04005836541671207,0.042219312488831075,0.0002453007780331723,0.04089353817473842
visibility,24.25,PS-Uniform,PS,Uniform QAM,0.04373925433686772,0.041328106665859704,0.046150402007875735,0.0001234566783409474,0.043615797658526675
visibility,26.0,PS-Uniform,PS,Uniform QAM,0.04859488715530798,0.04626726917383689,0.05092250513677907,0.00014787457651442625,0.04844701257879357
visibility,27.75,PS-Uniform,PS,Uniform QAM,0.050024884042936014,0.04819234819027677,0.05185741989559526,0.0003916611248758028,0.0496332229180602
visibility,29.5,PS-Uniform,PS,Uniform QAM,0.05239178064329932,0.051013288407181855,0.05377027287941679,0.0003069000018249984,0.05208488064147436
visibility,31.25,PS-Uniform,PS,Uniform QAM,0.05426069844861664,0.05112946160947919,0.05739193528775409,0.00041397970704778407,0.05384671874156888
visibility,33.0,PS-Uniform,PS,Uniform QAM,0.05707324379491491,0.05391424863321841,0.0602322389566114,0.0002519979867457134,0.056821245808169205
visibility,34.75,PS-Uniform,PS,Uniform QAM,0.057650270934183956,0.05498695233999681,0.060313589528371105,0.0004916163337686346,0.05715865460041529
visibility,36.5,PS-Uniform,PS,Uniform QAM,0.05974425336648896,0.05641130798567657,0.06307719874730136,0.0004526741585502575,0.059291579207938684
visibility,38.25,PS-Uniform,PS,Uniform QAM,0.06090180909141274,0.05819660295879424,0.06360701522403124,0.0006274289691269646,0.06027438012228577
visibility,40.0,PS-Uniform,PS,Uniform QAM,0.06350333644033322,0.06090581355110042,0.06610085932956603,0.0009559116076245806,0.0625474248327087
visibility,5.0,GS-Uniform,GS,Uniform QAM,5.0148405020975995e-05,4.664900756604305e-05,5.364780247590894e-05,6.116062000165872e-11,5.0148343860399994e-05
visibility,6.75,GS-Uniform,GS,Uniform QAM,0.00045883230521329995,0.0004357465313563066,0.0004819180790702933,2.1993923650376333e-09,0.00045883010582091976
visibility,8.5,GS-Uniform,GS,Uniform QAM,0.0007711721436043401,0.0007437884542412729,0.0007985558329674073,5.851065882120365e-08,0.0007711136329455207
visibility,10.25,GS-Uniform,GS,Uniform QAM,0.0011312280997504802,0.001103611979369521,0.0011588442201314394,2.5412689724543805e-07,0.0011309739728532803
visibility,12.0,GS-Uniform,GS,Uniform QAM,0.0014167946830065197,0.001342891047948977,0.0014906983180640624,7.125879089894815e-07,0.0014160820950975233
visibility,13.75,GS-Uniform,GS,Uniform QAM,0.001786992755993859,0.0016738671951817522,0.0019001183168059657,1.5763752967234979e-06,0.0017854163806971025
visibility,15.5,GS-Uniform,GS,Uniform QAM,0.0019922818660743796,0.0018555446732514982,0.002129019058897261,2.671251406529407e-06,0.0019896106146679027
visibility,17.25,GS-Uniform,GS,Uniform QAM,0.0022638480895973397,0.0021739135321868297,0.0023537826470078497,4.491545534144602e-06,0.0022593565440632624
visibility,19.0,GS-Uniform,GS,Uniform QAM,0.0025346103502340207,0.002443976294822188,0.0026252444056458534,6.15169510792296e-06,0.0025284586551260757
visibility,20.75,GS-Uniform,GS,Uniform QAM,0.002762307935353438,0.002644283269524477,0.0028803326011823988,8.583932264419058e-06,0.00275372400308902
visibility,22.5,GS-Uniform,GS,Uniform QAM,0.0029025347624706795,0.0028272817826952784,0.0029777877422460805,1.0577618588938354e-05,0.0028919571438817183
visibility,24.25,GS-Uniform,GS,Uniform QAM,0.003090333582095381,0.0029386552353472123,0.0032420119288435493,1.333581234838288e-05,0.003076997769746942
visibility,26.0,GS-Uniform,GS,Uniform QAM,0.003423421990729039,0.0032618990414564424,0.0035849449400016356,1.7267225843723974e-05,0.0034061547648853554
visibility,27.75,GS-Uniform,GS,Uniform QAM,0.003504664868111394,0.0033708035956263173,0.003638526140596471,1.865816449002522e-05,0.003486006703621419
visibility,29.5,GS-Uniform,GS,Uniform QAM,0.0036724679752791175,0.003575726196078197,0.003769209754480038,2.1899780824089496e-05,0.0036505681944550617
visibility,31.25,GS-Uniform,GS,Uniform QAM,0.0037936426463769796,0.003577478936986354,0.004009806355767605,2.3918609224163888e-05,0.003769724037152872
visibility,33.0,GS-Uniform,GS,Uniform QAM,0.00399688887229768,0.0037812371903554335,0.004212540554239926,2.8079932819884968e-05,0.003968808939477836
visibility,34.75,GS-Uniform,GS,Uniform QAM,0.004019825834653981,0.0038389424134069325,0.004200709255901029,2.9602524928566965e-05,0.003990223309725455
visibility,36.5,GS-Uniform,GS,Uniform QAM,0.004164064861435684,0.003934389565615121,0.004393740157256248,3.290724904405684e-05,0.004131157612391639
visibility,38.25,GS-Uniform,GS,Uniform QAM,0.004231338593249034,0.004057196103643971,0.004405481082854098,3.502017404139468e-05,0.004196318419207623
visibility,40.0,GS-Uniform,GS,Uniform QAM,0.004385692616218776,0.004228406660344439,0.004542978572093112,3.8569365213866334e-05,0.004347123251004947
visibility,5.0,PS+GS-Uniform,PS+GS,Uniform QAM,0.000652358885856036,0.0006063772042900258,0.0006983405674220462,2.3383953233299666e-07,0.0006521250463237601
visibility,6.75,PS+GS-Uniform,PS+GS,Uniform QAM,0.00616676534967406,0.005869083747981924,0.0064644469513661955,4.083788837818056e-06,0.006162681560836199
visibility,8.5,PS+GS-Uniform,PS+GS,Uniform QAM,0.010504559984006378,0.010097020246107409,0.010912099721905348,2.5974739723850224e-05,0.01047858524428254
visibility,10.25,PS+GS-Uniform,PS+GS,Uniform QAM,0.01555369684478502,0.01521181017296672,0.01589558351660332,3.323839820738763e-05,0.01552045844657764
visibility,12.0,PS+GS-Uniform,PS+GS,Uniform QAM,0.0195711722458863,0.01854128034357802,0.020601064148194577,-4.824975457175251e-07,0.01957165474343202
visibility,13.75,PS+GS-Uniform,PS+GS,Uniform QAM,0.024858442112444902,0.023151926260041575,0.02656495796484823,1.8586420073969656e-05,0.024839855692370922
visibility,15.5,PS+GS-Uniform,PS+GS,Uniform QAM,0.027791440131320032,0.02584900488251632,0.029733875380123745,-2.0589701762393773e-05,0.027812029833082442
visibility,17.25,PS+GS-Uniform,PS+GS,Uniform QAM,0.031838906084087834,0.030349853853919667,0.033327958314256,0.00010748828104340774,0.03173141780304448
visibility,19.0,PS+GS-Uniform,PS+GS,Uniform QAM,0.0358312325938291,0.03469722100323729,0.03696524418442091,0.00019334353076552873,0.03563788906306356
visibility,20.75,PS+GS-Uniform,PS+GS,Uniform QAM,0.0389611925128021,0.03750908179872592,0.04041330322687828,1.7705768930619258e-05,0.03894348674387148
visibility,22.5,PS+GS-Uniform,PS+GS,Uniform QAM,0.04124622733536725,0.04016293114830834,0.042329523522426166,0.000245326588368997,0.04100090074699829
visibility,24.25,PS+GS-Uniform,PS+GS,Uniform QAM,0.04385436174838744,0.041437430093543726,0.04627129340323115,0.00012359909644068132,0.04373076265194672
visibility,26.0,PS+GS-Uniform,PS+GS,Uniform QAM,0.048723436049196815,0.046389855388534844,0.05105701670985879,0.00014801153045967738,0.048575424518737136
visibility,27.75,PS+GS-Uniform,PS+GS,Uniform QAM,0.050156856555566974,0.04831894247907875,0.051994770632055196,0.0003918669837855376,0.04976498957178146
visibility,29.5,PS+GS-Uniform,PS+GS,Uniform QAM,0.052530700466656824,0.05114871350224073,0.05391268743107292,0.0003070867612890615,0.05222361370536781
visibility,31.25,PS+GS-Uniform,PS+GS,Uniform QAM,0.05440464548437589,0.05126464233525641,0.057544648633495364,0.00041424522888240385,0.053990400255493565
visibility,33.0,PS+GS-Uniform,PS+GS,Uniform QAM,0.057225602021957776,0.05405805211891233,0.060393151925003226,0.0002521898622655283,0.05697341215969233
