scheme,sample_index,T,symbol_index,k,l,probability
Learned PS fixed QAM,0,0.06516621137071377,156,9,12,0.003357037798465522
Learned PS fixed QAM,0,0.06516621137071377,157,9,13,0.001234985189290904
Learned PS fixed QAM,0,0.06516621137071377,158,9,14,0.0003719703908117155
Learned PS fixed QAM,0,0.06516621137071377,159,9,15,9.172676905034185e-05
Learned PS fixed QAM,0,0.06516621137071377,160,10,0,6.148629205252569e-05
Learned PS fixed QAM,0,0.06516621137071377,161,10,1,0.0002493392094928038
Learned PS fixed QAM,0,0.06516621137071377,162,10,2,0.0008278353289388113
Learned PS fixed QAM,0,0.06516621137071377,163,10,3,0.0022502897316107892
Learned PS fixed QAM,0,0.06516621137071377,164,10,4,0.00500811189866614
Learned PS fixed QAM,0,0.06516621137071377,165,10,5,0.009125374845018987
Learned PS fixed QAM,0,0.06516621137071377,166,10,6,0.013613459569033697
Learned PS fixed QAM,0,0.06516621137071377,167,10,7,0.016627517065719716
Learned PS fixed QAM,0,0.06516621137071377,168,10,8,0.016627517065719716
Learned PS fixed QAM,0,0.06516621137071377,169,10,9,0.013613459569033697
Learned PS fixed QAM,0,0.06516621137071377,170,10,10,0.009125374845018987
Learned PS fixed QAM,0,0.06516621137071377,171,10,11,0.00500811189866614
Learned PS fixed QAM,0,0.06516621137071377,172,10,12,0.0022502897316107892
Learned PS fixed QAM,0,0.06516621137071377,173,10,13,0.0008278353289388113
Learned PS fixed QAM,0,0.06516621137071377,174,10,14,0.0002493392094928038
Learned PS fixed QAM,0,0.06516621137071377,175,10,15,6.148629205252569e-05
Learned PS fixed QAM,0,0.06516621137071377,176,11,0,3.3744392538701706e-05
Learned PS fixed QAM,0,0.06516621137071377,177,11,1,0.0001368402595041369
Learned PS fixed QAM,0,0.06516621137071377,178,11,2,0.00045432566129134574
Learned PS fixed QAM,0,0.06516621137071377,179,11,3,0.001234985189290904
Learned PS fixed QAM,0,0.06516621137071377,180,11,4,0.0027485100848489243
Learned PS fixed QAM,0,0.06516621137071377,181,11,5,0.00500811189866614
Learned PS fixed QAM,0,0.06516621137071377,182,11,6,0.007471225018981259
Learned PS fixed QAM,0,0.06516621137071377,183,11,7,0.009125374845018979
Learned PS fixed QAM,0,0.06516621137071377,184,11,8,0.009125374845018979
Learned PS fixed QAM,0,0.06516621137071377,185,11,9,0.007471225018981259
Learned PS fixed QAM,0,0.06516621137071377,186,11,10,0.00500811189866614
Learned PS fixed QAM,0,0.06516621137071377,187,11,11,0.0027485100848489243
Learned PS fixed QAM,0,0.06516621137071377,188,11,12,0.001234985189290904
Learned PS fixed QAM,0,0.06516621137071377,189,11,13,0.00045432566129134574
Learned PS fixed QAM,0,0.06516621137071377,190,11,14,0.0001368402595041369
Learned PS fixed QAM,0,0.06516621137071377,191,11,15,3.3744392538701706e-05
Learned PS fixed QAM,0,0.06516621137071377,192,12,0,1.5162332944179757e-05
Learned PS fixed QAM,0,0.06516621137071377,193,12,1,6.148629205252558e-05
Learned PS fixed QAM,0,0.06516621137071377,194,12,2,0.0002041416787599121
Learned PS fixed QAM,0,0.06516621137071377,195,12,3,0.0005549146158041928
Learned PS fixed QAM,0,0.06516621137071377,196,12,4,0.001234985189290904
Learned PS fixed QAM,0,0.06516621137071377,197,12,5,0.0022502897316107892
Learned PS fixed QAM,0,0.06516621137071377,198,12,6,0.003357037798465522
Learned PS fixed QAM,0,0.06516621137071377,199,12,7,0.004100295226293731
Learned PS fixed QAM,0,0.06516621137071377,200,12,8,0.004100295226293731
Learned PS fixed QAM,0,0.06516621137071377,201,12,9,0.003357037798465522
Learned PS fixed QAM,0,0.06516621137071377,202,12,10,0.0022502897316107892
Learned PS fixed QAM,0,0.06516621137071377,203,12,11,0.001234985189290904
Learned PS fixed QAM,0,0.06516621137071377,204,12,12,0.0005549146158041928
Learned PS fixed QAM,0,0.06516621137071377,205,12,13,0.0002041416787599121
Learned PS fixed QAM,0,0.06516621137071377,206,12,14,6.148629205252558e-05
Learned PS fixed QAM,0,0.06516621137071377,207,12,15,1.5162332944179757e-05
Learned PS fixed QAM,0,0.06516621137071377,208,13,0,5.5779105703601995e-06
Learned PS fixed QAM,0,0.06516621137071377,209,13,1,2.2619542759987207e-05
Learned PS fixed QAM,0,0.06516621137071377,210,13,2,7.509952670199656e-05
Learned PS fixed QAM,0,0.06516621137071377,211,13,3,0.0002041416787599121
Learned PS fixed QAM,0,0.06516621137071377,212,13,4,0.00045432566129134574
Learned PS fixed QAM,0,0.06516621137071377,213,13,5,0.0008278353289388113
Learned PS fixed QAM,0,0.06516621137071377,214,13,6,0.001234985189290904
Learned PS fixed QAM,0,0.06516621137071377,215,13,7,0.0015084143164868702
Learned PS fixed QAM,0,0.06516621137071377,216,13,8,0.0015084143164868702
Learned PS fixed QAM,0,0.06516621137071377,217,13,9,0.001234985189290904
Learned PS fixed QAM,0,0.06516621137071377,218,13,10,0.0008278353289388113
Learned PS fixed QAM,0,0.06516621137071377,219,13,11,0.00045432566129134574
Learned PS fixed QAM,0,0.06516621137071377,220,13,12,0.0002041416787599121
Learned PS fixed QAM,0,0.06516621137071377,221,13,13,7.509952670199656e-05
Learned PS fixed QAM,0,0.06516621137071377,222,13,14,2.2619542759987207e-05
Learned PS fixed QAM,0,0.06516621137071377,223,13,15,5.5779105703601995e-06
Learned PS fixed QAM,0,0.06516621137071377,224,14,0,1.6800343783563802e-06
Learned PS fixed QAM,0,0.06516621137071377,225,14,1,6.812875355408709e-06
Learned PS fixed QAM,0,0.06516621137071377,226,14,2,2.2619542759987207e-05
Learned PS fixed QAM,0,0.06516621137071377,227,14,3,6.148629205252558e-05
Learned PS fixed QAM,0,0.06516621137071377,228,14,4,0.0001368402595041369
Learned PS fixed QAM,0,0.06516621137071377,229,14,5,0.0002493392094928038
Learned PS fixed QAM,0,0.06516621137071377,230,14,6,0.0003719703908117155
Learned PS fixed QAM,0,0.06516621137071377,231,14,7,0.00045432566129134574
Learned PS fixed QAM,0,0.06516621137071377,232,14,8,0.00045432566129134574
Learned PS fixed QAM,0,0.06516621137071377,233,14,9,0.0003719703908117155
Learned PS fixed QAM,0,0.06516621137071377,234,14,10,0.0002493392094928038
Learned PS fixed QAM,0,0.06516621137071377,235,14,11,0.0001368402595041369
Learned PS fixed QAM,0,0.06516621137071377,236,14,12,6.148629205252558e-05
Learned PS fixed QAM,0,0.06516621137071377,237,14,13,2.2619542759987207e-05
Learned PS fixed QAM,0,0.06516621137071377,238,14,14,6.812875355408709e-06
Learned PS fixed QAM,0,0.06516621137071377,239,14,15,1.6800343783563802e-06
Learned PS fixed QAM,0,0.06516621137071377,240,15,0,4.142913770202081e-07
Learned PS fixed QAM,0,0.06516621137071377,241,15,1,1.6800343783563802e-06
Learned PS fixed QAM,0,0.06516621137071377,242,15,2,5.5779105703601995e-06
Learned PS fixed QAM,0,0.06516621137071377,243,15,3,1.5162332944179757e-05
Learned PS fixed QAM,0,0.06516621137071377,244,15,4,3.3744392538701706e-05
Learned PS fixed QAM,0,0.06516621137071377,245,15,5,6.148629205252569e-05
Learned PS fixed QAM,0,0.06516621137071377,246,15,6,9.172676905034185e-05
Learned PS fixed QAM,0,0.06516621137071377,247,15,7,0.00011203532871520856
Learned PS fixed QAM,0,0.06516621137071377,248,15,8,0.00011203532871520856
Learned PS fixed QAM,0,0.06516621137071377,249,15,9,9.172676905034185e-05
Learned PS fixed QAM,0,0.06516621137071377,250,15,10,6.148629205252569e-05
Learned PS fixed QAM,0,0.06516621137071377,251,15,11,3.3744392538701706e-05
Learned PS fixed QAM,0,0.06516621137071377,252,15,12,1.5162332944179757e-05
Learned PS fixed QAM,0,0.06516621137071377,253,15,13,5.5779105703601995e-06
Learned PS fixed QAM,0,0.06516621137071377,254,15,14,1.6800343783563802e-06
Learned PS fixed QAM,0,0.06516621137071377,255,15,15,4.142913770202081e-07
Learned PS fixed QAM,1,0.05555238316866061,0,0,0,4.142913770202081e-07
Learned PS fixed QAM,1,0.05555238316866061,1,0,1,1.6800343783563802e-06
Learned PS fixed QAM,1,0.05555238316866061,2,0,2,5.5779105703601995e-06
Learned PS fixed QAM,1,0.05555238316866061,3,0,3,1.5162332944179757e-05
Learned PS fixed QAM,1,0.05555238316866061,4,0,4,3.3744392538701706e-05
Learned PS fixed QAM,1,0.05555238316866061,5,0,5,6.148629205252569e-05
Learned PS fixed QAM,1,0.05555238316866061,6,0,6,9.172676905034185e-05
Learned PS fixed QAM,1,0.05555238316866061,7,0,7,0.00011203532871520856
Learned PS fixed QAM,1,0.05555238316866061,8,0,8,0.00011203532871520856
Learned PS fixed QAM,1,0.05555238316866061,9,0,9,9.172676905034185e-05
Learned PS fixed QAM,1,0.05555238316866061,10,0,10,6.148629205252569e-05
Learned PS fixed QAM,1,0.05555238316866061,11,0,11,3.3744392538701706e-05
Learned PS fixed QAM,1,0.05555238316866061,12,0,12,1.5162332944179757e-05
Learned PS fixed QAM,1,0.05555238316866061,13,0,13,5.5779105703601995e-06
Learned PS fixed QAM,1,0.05555238316866061,14,0,14,1.6800343783563802e-06
Learned PS fixed QAM,1,0.05555238316866061,15,0,15,4.142913770202081e-07
Learned PS fixed QAM,1,0.05555238316866061,16,1,0,1.6800343783563802e-06
Learned PS fixed QAM,1,0.05555238316866061,17,1,1,6.812875355408709e-06
Learned PS fixed QAM,1,0.05555238316866061,18,1,2,2.2619542759987207e-05
Learned PS fixed QAM,1,0.05555238316866061,19,1,3,6.148629205252558e-05
Learned PS fixed QAM,1,0.05555238316866061,20,1,4,0.0001368402595041369
Learned PS fixed QAM,1,0.05555238316866061,21,1,5,0.0002493392094928038
Learned PS fixed QAM,1,0.05555238316866061,22,1,6,0.0003719703908117155
Learned PS fixed QAM,1,0.05555238316866061,23,1,7,0.00045432566129134574
Learned PS fixed QAM,1,0.05555238316866061,24,1,8,0.00045432566129134574
Learned PS fixed QAM,1,0.05555238316866061,25,1,9,0.0003719703908117155
Learned PS fixed QAM,1,0.05555238316866061,26,1,10,0.0002493392094928038
Learned PS fixed QAM,1,0.05555238316866061,27,1,11,0.0001368402595041369
Learned PS fixed QAM,1,0.05555238316866061,28,1,12,6.148629205252558e-05
Learned PS fixed QAM,1,0.05555238316866061,29,1,13,2.2619542759987207e-05
Learned PS fixed QAM,1,0.05555238316866061,30,1,14,6.812875355408709e-06
Learned PS fixed QAM,1,0.05555238316866061,31,1,15,1.6800343783563802e-06
Learned PS fixed QAM,1,0.05555238316866061,32,2,0,5.5779105703601995e-06
Learned PS fixed QAM,1,0.05555238316866061,33,2,1,2.2619542759987207e-05
Learned PS fixed QAM,1,0.05555238316866061,34,2,2,7.509952670199656e-05
Learned PS fixed QAM,1,0.05555238316866061,35,2,3,0.0002041416787599121
Learned PS fixed QAM,1,0.05555238316866061,36,2,4,0.00045432566129134574
Learned PS fixed QAM,1,0.05555238316866061,37,2,5,0.0008278353289388113
Learned PS fixed QAM,1,0.05555238316866061,38,2,6,0.001234985189290904
Learned PS fixed QAM,1,0.05555238316866061,39,2,7,0.0015084143164868702
Learned PS fixed QAM,1,0.05555238316866061,40,2,8,0.0015084143164868702
Learned PS fixed QAM,1,0.05555238316866061,41,2,9,0.001234985189290904
Learned PS fixed QAM,1,0.05555238316866061,42,2,10,0.0008278353289388113
Learned PS fixed QAM,1,0.05555238316866061,43,2,11,0.00045432566129134574
Learned PS fixed QAM,1,0.05555238316866061,44,2,12,0.0002041416787599121
Learned PS fixed QAM,1,0.05555238316866061,45,2,13,7.509952670199656e-05
Learned PS fixed QAM,1,0.05555238316866061,46,2,14,2.2619542759987207e-05
Learned PS fixed QAM,1,0.05555238316866061,47,2,15,5.5779105703601995e-06
Learned PS fixed QAM,1,0.05555238316866061,48,3,0,1.5162332944179757e-05
Learned PS fixed QAM,1,0.05555238316866061,49,3,1,6.148629205252558e-05
Learned PS fixed QAM,1,0.05555238316866061,50,3,2,0.0002041416787599121
Learned PS fixed QAM,1,0.05555238316866061,51,3,3,0.0005549146158041928
Learned PS fixed QAM,1,0.05555238316866061,52,3,4,0.001234985189290904
Learned PS fixed QAM,1,0.05555238316866061,53,3,5,0.0022502897316107892
Learned PS fixed QAM,1,0.05555238316866061,54,3,6,0.003357037798465522
Learned PS fixed QAM,1,0.05555238316866061,55,3,7,0.004100295226293731
Learned PS fixed QAM,1,0.05555238316866061,56,3,8,0.004100295226293731
Learned PS fixed QAM,1,0.05555238316866061,57,3,9,0.003357037798465522
Learned PS fixed QAM,1,0.05555238316866061,58,3,10,0.0022502897316107892
Learned PS fixed QAM,1,0.05555238316866061,59,3,11,0.001234985189290904
Learned PS fixed QAM,1,0.05555238316866061,60,3,12,0.0005549146158041928
Learned PS fixed QAM,1,0.05555238316866061,61,3,13,0.0002041416787599121
Learned PS fixed QAM,1,0.05555238316866061,62,3,14,6.148629205252558e-05
Learned PS fixed QAM,1,0.05555238316866061,63,3,15,1.5162332944179757e-05
Learned PS fixed QAM,1,0.05555238316866061,64,4,0,3.3744392538701706e-05
Learned PS fixed QAM,1,0.05555238316866061,65,4,1,0.0001368402595041369
Learned PS fixed QAM,1,0.05555238316866061,66,4,2,0.00045432566129134574
Learned PS fixed QAM,1,0.05555238316866061,67,4,3,0.001234985189290904
Learned PS fixed QAM,1,0.05555238316866061,68,4,4,0.0027485100848489243
Learned PS fixed QAM,1,0.05555238316866061,69,4,5,0.00500811189866614
Learned PS fixed QAM,1,0.05555238316866061,70,4,6,0.007471225018981259
Learned PS fixed QAM,1,0.05555238316866061,71,4,7,0.009125374845018979
Learned PS fixed QAM,1,0.05555238316866061,72,4,8,0.009125374845018979
Learned PS fixed QAM,1,0.05555238316866061,73,4,9,0.007471225018981259
Learned PS fixed QAM,1,0.05555238316866061,74,4,10,0.00500811189866614
Learned PS fixed QAM,1,0.05555238316866061,75,4,11,0.0027485100848489243
Learned PS fixed QAM,1,0.05555238316866061,76,4,12,0.001234985189290904
Learned PS fixed QAM,1,0.05555238316866061,77,4,13,0.00045432566129134574
Learned PS fixed QAM,1,0.05555238316866061,78,4,14,0.0001368402595041369
Learned PS fixed QAM,1,0.05555238316866061,79,4,15,3.3744392538701706e-05
Learned PS fixed QAM,1,0.05555238316866061,80,5,0,6.148629205252569e-05
Learned PS fixed QAM,1,0.05555238316866061,81,5,1,0.0002493392094928038
Learned PS fixed QAM,1,0.05555238316866061,82,5,2,0.0008278353289388113
Learned PS fixed QAM,1,0.05555238316866061,83,5,3,0.0022502897316107892
Learned PS fixed QAM,1,0.05555238316866061,84,5,4,0.00500811189866614
Learned PS fixed QAM,1,0.05555238316866061,85,5,5,0.009125374845018987
Learned PS fixed QAM,1,0.05555238316866061,86,5,6,0.013613459569033697
Learned PS fixed QAM,1,0.05555238316866061,87,5,7,0.016627517065719716
Learned PS fixed QAM,1,0.05555238316866061,88,5,8,0.016627517065719716
Learned PS fixed QAM,1,0.05555238316866061,89,5,9,0.013613459569033697
Learned PS fixed QAM,1,0.05555238316866061,90,5,10,0.009125374845018987
Learned PS fixed QAM,1,0.05555238316866061,91,5,11,0.00500811189866614
Learned PS fixed QAM,1,0.05555238316866061,92,5,12,0.0022502897316107892
Learned PS fixed QAM,1,0.05555238316866061,93,5,13,0.0008278353289388113
Learned PS fixed QAM,1,0.05555238316866061,94,5,14,0.0002493392094928038
Learned PS fixed QAM,1,0.05555238316866061,95,5,15,6.148629205252569e-05
Learned PS fixed QAM,1,0.05555238316866061,96,6,0,9.172676905034185e-05
Learned PS fixed QAM,1,0.05555238316866061,97,6,1,0.0003719703908117155
Learned PS fixed QAM,1,0.05555238316866061,98,6,2,0.001234985189290904
Learned PS fixed QAM,1,0.05555238316866061,99,6,3,0.003357037798465522
